pfam_id,model,I,alpha,rates,alisim_model
PF01734,LG+I+R4,0.0000,,"(0.0471,0.0892) (0.1432,0.2801) (0.2940,0.6828) (0.5158,1.4637)","LG+I{0.0000}+R4{0.0471,0.0892,0.1432,0.2801,0.2940,0.6828,0.5158,1.4637}"
PF01738,LG+I+G4,0.0250,2.2877,,LG+I{0.0250}+G4{2.2877}
PF01740,LG+I+G4,0.0000,2.5326,,LG+I{0.0000}+G4{2.5326}
PF01743,LG+I+G4,0.0671,1.4384,,LG+I{0.0671}+G4{1.4384}
PF01747,LG+I+G4,0.0024,1.2214,,LG+I{0.0024}+G4{1.2214}
PF01753,LG+I+R4,0.0185,,"(0.1990,0.0416) (0.1083,0.4426) (0.3260,1.0333) (0.3482,1.7429)","LG+I{0.0185}+R4{0.1990,0.0416,0.1083,0.4426,0.3260,1.0333,0.3482,1.7429}"
PF01761,LG+I+G4,0.1164,1.1148,,LG+I{0.1164}+G4{1.1148}
PF01764,LG+I+G4,0.0200,1.5174,,LG+I{0.0200}+G4{1.5174}
PF01765,LG+I+R4,0.0000,,"(0.2522,0.3018) (0.3249,0.7357) (0.2826,1.3483) (0.1403,2.1659)","LG+I{0.0000}+R4{0.2522,0.3018,0.3249,0.7357,0.2826,1.3483,0.1403,2.1659}"
PF01775,LG+I+G4,0.0000,1.5527,,LG+I{0.0000}+G4{1.5527}
PF01782,LG+I+G4,0.0104,1.9276,,LG+I{0.0104}+G4{1.9276}
PF01786,LG+I+R4,0.0136,,"(0.1440,0.0775) (0.2529,0.3232) (0.2564,0.8685) (0.3332,2.0542)","LG+I{0.0136}+R4{0.1440,0.0775,0.2529,0.3232,0.2564,0.8685,0.3332,2.0542}"
PF01789,LG+F+I+G4,0.0038,1.9199,,LG+F+I{0.0038}+G4{1.9199}
PF01794,LG+F+I+R4,0.0056,,"(0.0385,0.0724) (0.3006,0.4894) (0.3458,0.8729) (0.3094,1.7720)","LG+F+I{0.0056}+R4{0.0385,0.0724,0.3006,0.4894,0.3458,0.8729,0.3094,1.7720}"
PF01799,LG+I+R4,0.0000,,"(0.1865,0.0928) (0.2903,0.4346) (0.1785,1.0269) (0.3447,1.9533)","LG+I{0.0000}+R4{0.1865,0.0928,0.2903,0.4346,0.1785,1.0269,0.3447,1.9533}"
PF01814,LG+I+R4,0.0000,,"(0.0415,0.0702) (0.1010,0.3475) (0.2340,0.6805) (0.6235,1.2875)","LG+I{0.0000}+R4{0.0415,0.0702,0.1010,0.3475,0.2340,0.6805,0.6235,1.2875}"
PF01817,LG+F+I+R4,0.0000,,"(0.0457,0.0678) (0.1107,0.2865) (0.2016,0.6244) (0.6419,1.3075)","LG+F+I{0.0000}+R4{0.0457,0.0678,0.1107,0.2865,0.2016,0.6244,0.6419,1.3075}"
PF01823,LG+F+I+R4,0.0000,,"(0.0365,0.0417) (0.1172,0.2657) (0.4927,0.7255) (0.3536,1.7246)","LG+F+I{0.0000}+R4{0.0365,0.0417,0.1172,0.2657,0.4927,0.7255,0.3536,1.7246}"
PF01824,JTT+F+G4,,2.0859,,JTT+F+G4{2.0859}
PF01833,LG+I+G4,0.0000,2.1022,,LG+I{0.0000}+G4{2.1022}
PF01834,LG+I+G4,0.0277,1.7263,,LG+I{0.0277}+G4{1.7263}
PF01841,LG+I+R4,0.0000,,"(0.0638,0.1244) (0.1758,0.3400) (0.3475,0.7742) (0.4129,1.6063)","LG+I{0.0000}+R4{0.0638,0.1244,0.1758,0.3400,0.3475,0.7742,0.4129,1.6063}"
PF01842,LG+I+G4,0.0000,2.3460,,LG+I{0.0000}+G4{2.3460}
PF01852,LG+I+R3,0.0000,,"(0.0450,0.1173) (0.3691,0.6642) (0.5859,1.2792)","LG+I{0.0000}+R3{0.0450,0.1173,0.3691,0.6642,0.5859,1.2792}"
PF01857,LG+I+R4,0.0085,,"(0.1231,0.0785) (0.3295,0.2845) (0.2271,0.7728) (0.3119,2.3122)","LG+I{0.0085}+R4{0.1231,0.0785,0.3295,0.2845,0.2271,0.7728,0.3119,2.3122}"
PF01858,LG+I+G4,0.0000,1.5118,,LG+I{0.0000}+G4{1.5118}
PF01872,LG+I+G4,0.0079,2.5569,,LG+I{0.0079}+G4{2.5569}
PF01876,LG+I+G4,0.0000,2.1400,,LG+I{0.0000}+G4{2.1400}
PF01878,LG+I+G4,0.0000,1.6375,,LG+I{0.0000}+G4{1.6375}
PF01883,LG+I+G4,0.0000,2.8036,,LG+I{0.0000}+G4{2.8036}
PF01902,LG+I,0.1363,,,LG+I{0.1363}
PF01903,LG+I+G4,0.0000,1.2952,,LG+I{0.0000}+G4{1.2952}
PF01915,LG+F+I+R4,0.0013,,"(0.0504,0.0717) (0.1436,0.2347) (0.3227,0.5792) (0.4821,1.6092)","LG+F+I{0.0013}+R4{0.0504,0.0717,0.1436,0.2347,0.3227,0.5792,0.4821,1.6092}"
PF01916,LG+I+G4,0.0070,1.0075,,LG+I{0.0070}+G4{1.0075}
PF01918,LG+I+G4,0.0000,3.8248,,LG+I{0.0000}+G4{3.8248}
PF01927,LG+I+G4,0.0341,1.3824,,LG+I{0.0341}+G4{1.3824}
PF01928,LG+I+R4,0.0047,,"(0.0707,0.1064) (0.0970,0.3354) (0.3307,0.7077) (0.4968,1.4611)","LG+I{0.0047}+R4{0.0707,0.1064,0.0970,0.3354,0.3307,0.7077,0.4968,1.4611}"
PF01936,LG+I+R4,0.0000,,"(0.0689,0.1881) (0.3069,0.5130) (0.2857,0.9813) (0.3386,1.6224)","LG+I{0.0000}+R4{0.0689,0.1881,0.3069,0.5130,0.2857,0.9813,0.3386,1.6224}"
PF01937,LG+I+R4,0.0000,,"(0.0579,0.0644) (0.2219,0.3605) (0.3029,0.8618) (0.4172,1.5703)","LG+I{0.0000}+R4{0.0579,0.0644,0.2219,0.3605,0.3029,0.8618,0.4172,1.5703}"
PF01938,LG+I+G4,0.0000,3.3703,,LG+I{0.0000}+G4{3.3703}
PF01964,LG+I+R4,0.0563,,"(0.1917,0.1232) (0.2336,0.4703) (0.2279,1.0900) (0.2906,2.1269)","LG+I{0.0563}+R4{0.1917,0.1232,0.2336,0.4703,0.2279,1.0900,0.2906,2.1269}"
PF01965,LG+I+G4,0.0034,2.4089,,LG+I{0.0034}+G4{2.4089}
PF01967,LG+I+R4,0.0256,,"(0.1273,0.0315) (0.2369,0.2569) (0.1814,0.7577) (0.4288,1.8601)","LG+I{0.0256}+R4{0.1273,0.0315,0.2369,0.2569,0.1814,0.7577,0.4288,1.8601}"
PF01974,LG+I+G4,0.0000,2.1483,,LG+I{0.0000}+G4{2.1483}
PF01975,LG+I+R4,0.0134,,"(0.0766,0.0617) (0.1555,0.2748) (0.2953,0.6971) (0.4592,1.6262)","LG+I{0.0134}+R4{0.0766,0.0617,0.1555,0.2748,0.2953,0.6971,0.4592,1.6262}"
PF01979,LG+I+R4,0.0000,,"(0.0342,0.1065) (0.2113,0.5022) (0.4607,0.8684) (0.2938,1.6687)","LG+I{0.0000}+R4{0.0342,0.1065,0.2113,0.5022,0.4607,0.8684,0.2938,1.6687}"
PF01980,LG+I+R4,0.0257,,"(0.1725,0.1489) (0.2809,0.4764) (0.2388,1.0726) (0.2822,2.0709)","LG+I{0.0257}+R4{0.1725,0.1489,0.2809,0.4764,0.2388,1.0726,0.2822,2.0709}"
PF01985,LG+I+G4,0.0000,2.5010,,LG+I{0.0000}+G4{2.5010}
PF02002,LG+I,0.0000,,,LG+I{0.0000}
PF02018,LG+F+I+R3,0.0000,,"(0.0641,0.2422) (0.4431,0.7377) (0.4928,1.3344)","LG+F+I{0.0000}+R3{0.0641,0.2422,0.4431,0.7377,0.4928,1.3344}"
PF02036,LG+I+G4,0.0000,3.0163,,LG+I{0.0000}+G4{3.0163}
PF02037,LG+I+R4,0.0000,,"(0.1734,0.1595) (0.1745,0.4964) (0.3732,1.0775) (0.2788,1.7342)","LG+I{0.0000}+R4{0.1734,0.1595,0.1745,0.4964,0.3732,1.0775,0.2788,1.7342}"
PF02041,LG+I,0.3656,,,LG+I{0.3656}
PF02068,JTT+G4,,1.4006,,JTT+G4{1.4006}
PF02089,LG+I+R4,0.0069,,"(0.0677,0.0804) (0.2216,0.3750) (0.3291,0.8241) (0.3748,1.7082)","LG+I{0.0069}+R4{0.0677,0.0804,0.2216,0.3750,0.3291,0.8241,0.3748,1.7082}"
PF02091,LG+I+G4,0.0723,0.7582,,LG+I{0.0723}+G4{0.7582}
PF02110,LG+I+G4,0.0885,1.8261,,LG+I{0.0885}+G4{1.8261}
PF02114,,,,,
PF02115,LG+I+G4,0.0568,1.2781,,LG+I{0.0568}+G4{1.2781}
PF02121,LG+F+I+G4,0.0000,1.1974,,LG+F+I{0.0000}+G4{1.1974}
PF02129,LG+F+I+G4,0.0157,1.5678,,LG+F+I{0.0157}+G4{1.5678}
PF02136,LG+I+G4,0.0000,2.6639,,LG+I{0.0000}+G4{2.6639}
PF02140,LG+I+G4,0.0388,1.4077,,LG+I{0.0388}+G4{1.4077}
PF02142,LG+I+G4,0.0081,1.3407,,LG+I{0.0081}+G4{1.3407}
PF02148,LG+I+R4,0.0075,,"(0.0748,0.0615) (0.2122,0.3734) (0.3694,0.9150) (0.3361,1.7202)","LG+I{0.0075}+R4{0.0748,0.0615,0.2122,0.3734,0.3694,0.9150,0.3361,1.7202}"
PF02149,LG+I+G4,0.0200,2.4052,,LG+I{0.0200}+G4{2.4052}
PF02150,LG+I+R2,0.1134,,"(0.1687,0.2574) (0.7180,1.3323)","LG+I{0.1134}+R2{0.1687,0.2574,0.7180,1.3323}"
PF02152,LG+I+R4,0.0057,,"(0.0456,0.0824) (0.2553,0.3869) (0.2776,0.8575) (0.4158,1.5859)","LG+I{0.0057}+R4{0.0456,0.0824,0.2553,0.3869,0.2776,0.8575,0.4158,1.5859}"
PF02153,LG+I+G4,0.0186,2.5097,,LG+I{0.0186}+G4{2.5097}
PF02170,LG+F+I+G4,0.0000,1.6750,,LG+F+I{0.0000}+G4{1.6750}
PF02174,LG+I+G4,0.0000,3.2463,,LG+I{0.0000}+G4{3.2463}
PF02182,LG+I+R4,0.0050,,"(0.1449,0.1148) (0.2283,0.4545) (0.3400,1.0439) (0.2818,1.8618)","LG+I{0.0050}+R4{0.1449,0.1148,0.2283,0.4545,0.3400,1.0439,0.2818,1.8618}"
PF02186,LG+I+G4,0.0000,2.5592,,LG+I{0.0000}+G4{2.5592}
PF02195,LG+I+G4,0.0000,0.8127,,LG+I{0.0000}+G4{0.8127}
PF02201,LG+I+R4,0.0000,,"(0.1660,0.2244) (0.2768,0.5530) (0.2445,1.0998) (0.3128,1.7291)","LG+I{0.0000}+R4{0.1660,0.2244,0.2768,0.5530,0.2445,1.0998,0.3128,1.7291}"
PF02209,LG+I+G4,0.0000,1.1717,,LG+I{0.0000}+G4{1.1717}
PF02213,LG+I+R4,0.0000,,"(0.1377,0.1157) (0.1831,0.4363) (0.3090,0.9020) (0.3702,1.6896)","LG+I{0.0000}+R4{0.1377,0.1157,0.1831,0.4363,0.3090,0.9020,0.3702,1.6896}"
PF02214,LG+I+R3,0.0203,,"(0.1646,0.1852) (0.2896,0.5246) (0.5255,1.5559)","LG+I{0.0203}+R3{0.1646,0.1852,0.2896,0.5246,0.5255,1.5559}"
PF02219,LG+I+G4,0.0217,1.6557,,LG+I{0.0217}+G4{1.6557}
PF02221,LG+I+G4,0.0257,3.6805,,LG+I{0.0257}+G4{3.6805}
PF02222,LG+I+G4,0.0497,1.2771,,LG+I{0.0497}+G4{1.2771}
PF02223,LG+I+G4,0.0121,1.9386,,LG+I{0.0121}+G4{1.9386}
PF02225,LG+I+R4,0.0000,,"(0.0808,0.1978) (0.2045,0.4736) (0.3162,0.9515) (0.3985,1.4712)","LG+I{0.0000}+R4{0.0808,0.1978,0.2045,0.4736,0.3162,0.9515,0.3985,1.4712}"
PF02229,LG+I+G4,0.0164,2.1650,,LG+I{0.0164}+G4{2.1650}
PF02230,LG+I+G4,0.0128,1.6443,,LG+I{0.0128}+G4{1.6443}
PF02237,LG+I+G4,0.0000,1.6995,,LG+I{0.0000}+G4{1.6995}
PF02245,LG+F+I+R4,0.0124,,"(0.1595,0.1309) (0.1668,0.4096) (0.2291,0.8385) (0.4322,1.6630)","LG+F+I{0.0124}+R4{0.1595,0.1309,0.1668,0.4096,0.2291,0.8385,0.4322,1.6630}"
PF02254,LG+I+R4,0.0000,,"(0.1705,0.3509) (0.3174,0.6413) (0.1938,0.9751) (0.3183,1.7206)","LG+I{0.0000}+R4{0.1705,0.3509,0.3174,0.6413,0.1938,0.9751,0.3183,1.7206}"
PF02256,LG+I+R4,0.0000,,"(0.1535,0.0919) (0.1701,0.4019) (0.4135,1.0121) (0.2628,1.8986)","LG+I{0.0000}+R4{0.1535,0.0919,0.1701,0.4019,0.4135,1.0121,0.2628,1.8986}"
PF02263,LG+I+G4,0.0708,1.3924,,LG+I{0.0708}+G4{1.3924}
PF02265,LG+I+R4,0.0159,,"(0.0640,0.0422) (0.2052,0.3593) (0.2950,0.8258) (0.4199,1.6193)","LG+I{0.0159}+R4{0.0640,0.0422,0.2052,0.3593,0.2950,0.8258,0.4199,1.6193}"
PF02268,LG+I+G4,0.0598,1.8482,,LG+I{0.0598}+G4{1.8482}
PF02269,LG+I+G4,0.0456,3.3104,,LG+I{0.0456}+G4{3.3104}
PF02270,LG+I+G4,0.0309,1.7693,,LG+I{0.0309}+G4{1.7693}
PF02272,LG+I+G4,0.0069,2.4352,,LG+I{0.0069}+G4{2.4352}
PF02290,LG+F+I+R4,0.0000,,"(0.0484,0.0569) (0.2053,0.3042) (0.3446,0.7623) (0.4018,1.6728)","LG+F+I{0.0000}+R4{0.0484,0.0569,0.2053,0.3042,0.3446,0.7623,0.4018,1.6728}"
PF02291,LG+I+G4,0.0059,1.2507,,LG+I{0.0059}+G4{1.2507}
PF02296,LG+I+G4,0.0073,1.5794,,LG+I{0.0073}+G4{1.5794}
PF02297,LG+I+G4,0.0400,2.7580,,LG+I{0.0400}+G4{2.7580}
PF02298,LG+I+G4,0.0754,1.5344,,LG+I{0.0754}+G4{1.5344}
PF02301,LG+I+R4,0.0000,,"(0.0933,0.1456) (0.3201,0.4259) (0.3528,0.9903) (0.2338,2.1414)","LG+I{0.0000}+R4{0.0933,0.1456,0.3201,0.4259,0.3528,0.9903,0.2338,2.1414}"
PF02319,LG+I+R4,0.0086,,"(0.2501,0.0951) (0.1980,0.3276) (0.3346,0.8754) (0.2088,2.9621)","LG+I{0.0086}+R4{0.2501,0.0951,0.1980,0.3276,0.3346,0.8754,0.2088,2.9621}"
PF02320,LG+I+G4,0.0277,1.3086,,LG+I{0.0277}+G4{1.3086}
PF02330,LG+F+I+R4,0.0000,,"(0.1179,0.1161) (0.3433,0.4571) (0.2895,0.9569) (0.2493,2.2156)","LG+F+I{0.0000}+R4{0.1179,0.1161,0.3433,0.4571,0.2895,0.9569,0.2493,2.2156}"
PF02347,LG+I+G4,0.0653,1.2953,,LG+I{0.0653}+G4{1.2953}
PF02357,LG+I+R4,0.0000,,"(0.0445,0.1493) (0.2237,0.4925) (0.3736,0.8850) (0.3582,1.5426)","LG+I{0.0000}+R4{0.0445,0.1493,0.2237,0.4925,0.3736,0.8850,0.3582,1.5426}"
PF02359,LG+I+R4,0.0000,,"(0.0572,0.1600) (0.3422,0.4823) (0.3771,1.0388) (0.2236,1.9417)","LG+I{0.0000}+R4{0.0572,0.1600,0.3422,0.4823,0.3771,1.0388,0.2236,1.9417}"
PF02373,LG+I+G4,0.0000,1.7645,,LG+I{0.0000}+G4{1.7645}
PF02374,LG+I+G4,0.0488,1.8819,,LG+I{0.0488}+G4{1.8819}
PF02403,LG+F+I+R4,0.0000,,"(0.0406,0.0603) (0.2012,0.3398) (0.3313,0.8263) (0.4268,1.5356)","LG+F+I{0.0000}+R4{0.0406,0.0603,0.2012,0.3398,0.3313,0.8263,0.4268,1.5356}"
PF02421,LG+I+G4,0.0308,1.0686,,LG+I{0.0308}+G4{1.0686}
PF02427,LG+I+G4,0.0557,1.4143,,LG+I{0.0557}+G4{1.4143}
PF02428,JTT+I+G4,0.1071,2.7409,,JTT+I{0.1071}+G4{2.7409}
PF02431,JTT+G4,,1.2355,,JTT+G4{1.2355}
PF02441,LG+I+G4,0.0000,1.6066,,LG+I{0.0000}+G4{1.6066}
PF02446,LG+F+I+R4,0.0097,,"(0.0820,0.0854) (0.2106,0.3552) (0.2712,0.8122) (0.4265,1.6364)","LG+F+I{0.0097}+R4{0.0820,0.0854,0.2106,0.3552,0.2712,0.8122,0.4265,1.6364}"
PF02463,LG+F+I+R4,0.0081,,"(0.0468,0.0346) (0.1505,0.1294) (0.2569,0.3726) (0.5376,1.6427)","LG+F+I{0.0081}+R4{0.0468,0.0346,0.1505,0.1294,0.2569,0.3726,0.5376,1.6427}"
PF02469,LG+I+R4,0.0097,,"(0.0639,0.2079) (0.2519,0.4850) (0.4491,1.0758) (0.2254,1.6924)","LG+I{0.0097}+R4{0.0639,0.2079,0.2519,0.4850,0.4491,1.0758,0.2254,1.6924}"
PF02470,LG+I+R4,0.0072,,"(0.0236,0.1079) (0.3357,0.4308) (0.2900,0.9846) (0.3435,1.6516)","LG+I{0.0072}+R4{0.0236,0.1079,0.3357,0.4308,0.2900,0.9846,0.3435,1.6516}"
PF02475,LG+I+G4,0.0789,2.5428,,LG+I{0.0789}+G4{2.5428}
PF02492,LG+I+R4,0.0113,,"(0.0749,0.0562) (0.1464,0.3005) (0.3359,0.6189) (0.4314,1.7244)","LG+I{0.0113}+R4{0.0749,0.0562,0.1464,0.3005,0.3359,0.6189,0.4314,1.7244}"
PF02516,LG+F+I+G4,0.0000,1.9770,,LG+F+I{0.0000}+G4{1.9770}
PF02518,LG+I+R4,0.0000,,"(0.0867,0.2004) (0.2084,0.4736) (0.3091,0.8378) (0.3958,1.5790)","LG+I{0.0000}+R4{0.0867,0.2004,0.2084,0.4736,0.3091,0.8378,0.3958,1.5790}"
PF02540,LG+I+G4,0.0621,1.5999,,LG+I{0.0621}+G4{1.5999}
PF02545,LG+I+R4,0.0107,,"(0.0840,0.0821) (0.1734,0.3227) (0.2536,0.7673) (0.4783,1.5525)","LG+I{0.0107}+R4{0.0840,0.0821,0.1734,0.3227,0.2536,0.7673,0.4783,1.5525}"
PF02559,LG+I+R4,0.0118,,"(0.2047,0.2782) (0.1804,0.5714) (0.3752,1.1175) (0.2279,1.8463)","LG+I{0.0118}+R4{0.2047,0.2782,0.1804,0.5714,0.3752,1.1175,0.2279,1.8463}"
PF02560,LG+I+G4,0.1325,1.0761,,LG+I{0.1325}+G4{1.0761}
PF02577,LG+I+R4,0.0000,,"(0.1690,0.1165) (0.1874,0.4517) (0.3396,0.9875) (0.3041,1.8429)","LG+I{0.0000}+R4{0.1690,0.1165,0.1874,0.4517,0.3396,0.9875,0.3041,1.8429}"
PF02581,LG+I+R4,0.0000,,"(0.1130,0.1301) (0.2907,0.4234) (0.2466,0.9905) (0.3498,1.7669)","LG+I{0.0000}+R4{0.1130,0.1301,0.2907,0.4234,0.2466,0.9905,0.3498,1.7669}"
PF02582,LG+I+R4,0.0000,,"(0.0458,0.0833) (0.2371,0.2876) (0.3041,0.7447) (0.4130,1.6988)","LG+I{0.0000}+R4{0.0458,0.0833,0.2371,0.2876,0.3041,0.7447,0.4130,1.6988}"
PF02594,LG+I+R4,0.0143,,"(0.0435,0.0366) (0.2457,0.4316) (0.3429,0.8449) (0.3536,1.7040)","LG+I{0.0143}+R4{0.0435,0.0366,0.2457,0.4316,0.3429,0.8449,0.3536,1.7040}"
PF02597,LG+I+R4,0.0105,,"(0.0974,0.1674) (0.2179,0.4203) (0.2716,0.9465) (0.4025,1.5775)","LG+I{0.0105}+R4{0.0974,0.1674,0.2179,0.4203,0.2716,0.9465,0.4025,1.5775}"
PF02629,LG+I+G4,0.0093,2.4997,,LG+I{0.0093}+G4{2.4997}
PF02631,LG+I+R4,0.0000,,"(0.2259,0.1919) (0.3626,0.6500) (0.2548,1.3386) (0.1568,2.4235)","LG+I{0.0000}+R4{0.2259,0.1919,0.3626,0.6500,0.2548,1.3386,0.1568,2.4235}"
PF02637,LG+F+I+R4,0.0000,,"(0.0515,0.1715) (0.3221,0.4918) (0.3457,1.0327) (0.2807,1.6950)","LG+F+I{0.0000}+R4{0.0515,0.1715,0.3221,0.4918,0.3457,1.0327,0.2807,1.6950}"
PF02668,LG+F+I+R4,0.0000,,"(0.0385,0.0879) (0.1858,0.3995) (0.3809,0.8407) (0.3948,1.5251)","LG+F+I{0.0000}+R4{0.0385,0.0879,0.1858,0.3995,0.3809,0.8407,0.3948,1.5251}"
PF02683,LG+F+I+R4,0.0133,,"(0.2704,0.1124) (0.3433,0.5280) (0.2364,1.4025) (0.1367,3.3426)","LG+F+I{0.0133}+R4{0.2704,0.1124,0.3433,0.5280,0.2364,1.4025,0.1367,3.3426}"
PF02705,LG+F+I+G4,0.0106,0.8732,,LG+F+I{0.0106}+G4{0.8732}
PF02721,LG+I+G4,0.0027,1.5401,,LG+I{0.0027}+G4{1.5401}
PF02727,LG+I+G4,0.0003,2.2553,,LG+I{0.0003}+G4{2.2553}
PF02728,LG+I+R2,0.0167,,"(0.7500,0.6644) (0.2334,2.1498)","LG+I{0.0167}+R2{0.7500,0.6644,0.2334,2.1498}"
PF02729,LG+I+R4,0.0000,,"(0.1077,0.0434) (0.1579,0.3093) (0.4199,0.7487) (0.3145,2.0096)","LG+I{0.0000}+R4{0.1077,0.0434,0.1579,0.3093,0.4199,0.7487,0.3145,2.0096}"
PF02732,LG+I+R4,0.0000,,"(0.0657,0.2207) (0.1488,0.4466) (0.3901,0.8395) (0.3955,1.4958)","LG+I{0.0000}+R4{0.0657,0.2207,0.1488,0.4466,0.3901,0.8395,0.3955,1.4958}"
PF02735,LG+I+R4,0.0000,,"(0.0769,0.2449) (0.3225,0.5582) (0.2782,0.9789) (0.3224,1.6404)","LG+I{0.0000}+R4{0.0769,0.2449,0.3225,0.5582,0.2782,0.9789,0.3224,1.6404}"
PF02736,LG+I+G4,0.0000,3.3489,,LG+I{0.0000}+G4{3.3489}
PF02737,LG+I+R4,0.0263,,"(0.0667,0.0785) (0.1459,0.3160) (0.3807,0.8283) (0.3805,1.6647)","LG+I{0.0263}+R4{0.0667,0.0785,0.1459,0.3160,0.3807,0.8283,0.3805,1.6647}"
PF02738,LG+F+I+R4,0.0079,,"(0.1014,0.1376) (0.2664,0.5526) (0.3913,1.0401) (0.2330,1.8534)","LG+F+I{0.0079}+R4{0.1014,0.1376,0.2664,0.5526,0.3913,1.0401,0.2330,1.8534}"
PF02739,LG+I+R4,0.0200,,"(0.0337,0.0285) (0.2073,0.3412) (0.2893,0.7918) (0.4497,1.5550)","LG+I{0.0200}+R4{0.0337,0.0285,0.2073,0.3412,0.2893,0.7918,0.4497,1.5550}"
PF02746,LG+I+G4,0.0473,4.2936,,LG+I{0.0473}+G4{4.2936}
PF02747,LG+I,0.0560,,,LG+I{0.0560}
PF02749,LG+I+R4,0.0000,,"(0.1118,0.0950) (0.3216,0.4904) (0.2407,1.0346) (0.3259,1.7876)","LG+I{0.0000}+R4{0.1118,0.0950,0.3216,0.4904,0.2407,1.0346,0.3259,1.7876}"
PF02751,LG+I+G4,0.0000,1.0369,,LG+I{0.0000}+G4{1.0369}
PF02765,LG+I+G4,0.0000,3.9372,,LG+I{0.0000}+G4{3.9372}
PF02769,LG+I+R4,0.0000,,"(0.0457,0.1209) (0.2049,0.3900) (0.3452,0.7741) (0.4042,1.6016)","LG+I{0.0000}+R4{0.0457,0.1209,0.2049,0.3900,0.3452,0.7741,0.4042,1.6016}"
PF02770,LG+I+G4,0.0082,2.0455,,LG+I{0.0082}+G4{2.0455}
PF02771,LG+F+I+G4,0.0000,2.4653,,LG+F+I{0.0000}+G4{2.4653}
PF02772,LG+I+R4,0.0208,,"(0.1461,0.0700) (0.1623,0.3665) (0.1904,0.7678) (0.4804,1.6322)","LG+I{0.0208}+R4{0.1461,0.0700,0.1623,0.3665,0.1904,0.7678,0.4804,1.6322}"
PF02773,LG+I+G4,0.0176,0.5751,,LG+I{0.0176}+G4{0.5751}
PF02774,LG+I+G4,0.0074,1.9701,,LG+I{0.0074}+G4{1.9701}
PF02775,LG+I+G4,0.0000,1.6057,,LG+I{0.0000}+G4{1.6057}
PF02776,LG+F+I+G4,0.0000,1.8693,,LG+F+I{0.0000}+G4{1.8693}
PF02777,LG+I+R4,0.0000,,"(0.2078,0.1226) (0.3025,0.5076) (0.2436,1.2243) (0.2462,2.1235)","LG+I{0.0000}+R4{0.2078,0.1226,0.3025,0.5076,0.2436,1.2243,0.2462,2.1235}"
PF02779,LG+F+I+R4,0.0031,,"(0.1219,0.1828) (0.4895,0.5561) (0.3090,1.3741) (0.0764,3.6766)","LG+F+I{0.0031}+R4{0.1219,0.1828,0.4895,0.5561,0.3090,1.3741,0.0764,3.6766}"
PF02780,LG+I+G4,0.0000,2.3113,,LG+I{0.0000}+G4{2.3113}
PF02781,LG+I+R4,0.0113,,"(0.1698,0.1169) (0.2958,0.4582) (0.2589,1.0339) (0.2642,2.1837)","LG+I{0.0113}+R4{0.1698,0.1169,0.2958,0.4582,0.2589,1.0339,0.2642,2.1837}"
PF02782,LG+I+R4,0.0079,,"(0.0588,0.1486) (0.4831,0.4743) (0.3571,1.0668) (0.0931,4.0953)","LG+I{0.0079}+R4{0.0588,0.1486,0.4831,0.4743,0.3571,1.0668,0.0931,4.0953}"
PF02784,LG+I+G4,0.0415,2.2662,,LG+I{0.0415}+G4{2.2662}
PF02785,LG+I+G4,0.0342,1.2548,,LG+I{0.0342}+G4{1.2548}
PF02786,LG+I+G4,0.0220,1.3508,,LG+I{0.0220}+G4{1.3508}
PF02787,LG+I+R4,0.0000,,"(0.1456,0.1463) (0.2856,0.4764) (0.3106,1.0398) (0.2582,2.0129)","LG+I{0.0000}+R4{0.1456,0.1463,0.2856,0.4764,0.3106,1.0398,0.2582,2.0129}"
PF02788,LG+I+G4,0.0419,1.4686,,LG+I{0.0419}+G4{1.4686}
PF02789,LG+I+G4,0.0000,3.9374,,LG+I{0.0000}+G4{3.9374}
PF02797,LG+I,0.1374,,,LG+I{0.1374}
PF02798,LG+I+R3,0.0000,,"(0.0776,0.0759) (0.4679,0.6623) (0.4545,1.5054)","LG+I{0.0000}+R3{0.0776,0.0759,0.4679,0.6623,0.4545,1.5054}"
PF02799,LG+I+R4,0.0070,,"(0.1580,0.1210) (0.2774,0.4702) (0.2930,1.0423) (0.2646,2.0600)","LG+I{0.0070}+R4{0.1580,0.1210,0.2774,0.4702,0.2930,1.0423,0.2646,2.0600}"
PF02800,LG+I+G4,0.0014,1.2430,,LG+I{0.0014}+G4{1.2430}
PF02801,LG+I+R4,0.0068,,"(0.0843,0.1047) (0.4112,0.5157) (0.2850,1.0699) (0.2128,2.2287)","LG+I{0.0068}+R4{0.0843,0.1047,0.4112,0.5157,0.2850,1.0699,0.2128,2.2287}"
PF02803,LG+I+G4,0.0775,1.8048,,LG+I{0.0775}+G4{1.8048}
PF02806,LG+I+R4,0.0000,,"(0.0145,0.0460) (0.2472,0.4240) (0.3956,0.8303) (0.3427,1.6517)","LG+I{0.0000}+R4{0.0145,0.0460,0.2472,0.4240,0.3956,0.8303,0.3427,1.6517}"
PF02810,LG+I+G4,0.1577,0.9817,,LG+I{0.1577}+G4{0.9817}
PF02812,LG+I+G4,0.0070,1.1608,,LG+I{0.0070}+G4{1.1608}
PF02815,LG+I+G4,0.0000,1.8715,,LG+I{0.0000}+G4{1.8715}
PF02823,LG+I+G4,0.0110,2.2856,,LG+I{0.0110}+G4{2.2856}
PF02824,LG+I+G4,0.0000,2.8135,,LG+I{0.0000}+G4{2.8135}
