pfam_id,model,I,alpha,rates,alisim_model
PF02347,LG+I+G4,0.0653,1.2953,,LG+I{0.0653}+G4{1.2953}
PF02351,JTT+R4,,,"(0.0598,0.0075) (0.1784,0.4590) (0.3924,0.8710) (0.3694,1.5588)","JTT+R4{0.0598,0.0075,0.1784,0.4590,0.3924,0.8710,0.3694,1.5588}"
PF02359,LG+I+R4,0.0000,,"(0.0572,0.1600) (0.3422,0.4823) (0.3771,1.0388) (0.2236,1.9417)","LG+I{0.0000}+R4{0.0572,0.1600,0.3422,0.4823,0.3771,1.0388,0.2236,1.9417}"
PF02368,LG+I+G4,0.0000,2.2652,,LG+I{0.0000}+G4{2.2652}
PF02372,JTT+G4,,1.6064,,JTT+G4{1.6064}
PF02373,LG+I+G4,0.0000,1.7645,,LG+I{0.0000}+G4{1.7645}
PF02376,LG+I+G4,0.0000,1.4638,,LG+I{0.0000}+G4{1.4638}
PF02403,LG+F+I+R4,0.0000,,"(0.0406,0.0603) (0.2012,0.3398) (0.3313,0.8263) (0.4268,1.5356)","LG+F+I{0.0000}+R4{0.0406,0.0603,0.2012,0.3398,0.3313,0.8263,0.4268,1.5356}"
PF02404,JTT+G4,,1.1824,,JTT+G4{1.1824}
PF02412,JTT+G4,,0.5294,,JTT+G4{0.5294}
PF02437,JTT+G4,,1.1417,,JTT+G4{1.1417}
PF02441,LG+I+G4,0.0000,1.6066,,LG+I{0.0000}+G4{1.6066}
PF02460,LG+I+G4,0.0062,2.2305,,LG+I{0.0062}+G4{2.2305}
PF02463,LG+F+I+R4,0.0081,,"(0.0468,0.0346) (0.1505,0.1294) (0.2569,0.3726) (0.5376,1.6427)","LG+F+I{0.0081}+R4{0.0468,0.0346,0.1505,0.1294,0.2569,0.3726,0.5376,1.6427}"
PF02469,LG+I+R4,0.0097,,"(0.0639,0.2079) (0.2519,0.4850) (0.4491,1.0758) (0.2254,1.6924)","LG+I{0.0097}+R4{0.0639,0.2079,0.2519,0.4850,0.4491,1.0758,0.2254,1.6924}"
PF02475,LG+I+G4,0.0789,2.5428,,LG+I{0.0789}+G4{2.5428}
PF02492,LG+I+R4,0.0113,,"(0.0749,0.0562) (0.1464,0.3005) (0.3359,0.6189) (0.4314,1.7244)","LG+I{0.0113}+R4{0.0749,0.0562,0.1464,0.3005,0.3359,0.6189,0.4314,1.7244}"
PF02494,LG+I+G4,0.0121,2.0030,,LG+I{0.0121}+G4{2.0030}
PF02513,LG+I+R2,0.0000,,"(0.2699,0.2299) (0.7301,1.2846)","LG+I{0.0000}+R2{0.2699,0.2299,0.7301,1.2846}"
PF02516,LG+F+I+G4,0.0000,1.9770,,LG+F+I{0.0000}+G4{1.9770}
PF02518,LG+I+R4,0.0000,,"(0.0867,0.2004) (0.2084,0.4736) (0.3091,0.8378) (0.3958,1.5790)","LG+I{0.0000}+R4{0.0867,0.2004,0.2084,0.4736,0.3091,0.8378,0.3958,1.5790}"
PF02525,LG+F+I+R4,0.0000,,"(0.0940,0.2597) (0.2122,0.5335) (0.3457,0.8881) (0.3481,1.5953)","LG+F+I{0.0000}+R4{0.0940,0.2597,0.2122,0.5335,0.3457,0.8881,0.3481,1.5953}"
PF02540,LG+I+G4,0.0621,1.5999,,LG+I{0.0621}+G4{1.5999}
PF02545,LG+I+R4,0.0107,,"(0.0840,0.0821) (0.1734,0.3227) (0.2536,0.7673) (0.4783,1.5525)","LG+I{0.0107}+R4{0.0840,0.0821,0.1734,0.3227,0.2536,0.7673,0.4783,1.5525}"
PF02551,LG+I+G4,0.0329,2.5880,,LG+I{0.0329}+G4{2.5880}
PF02582,LG+I+R4,0.0000,,"(0.0458,0.0833) (0.2371,0.2876) (0.3041,0.7447) (0.4130,1.6988)","LG+I{0.0000}+R4{0.0458,0.0833,0.2371,0.2876,0.3041,0.7447,0.4130,1.6988}"
PF02594,LG+I+R4,0.0143,,"(0.0435,0.0366) (0.2457,0.4316) (0.3429,0.8449) (0.3536,1.7040)","LG+I{0.0143}+R4{0.0435,0.0366,0.2457,0.4316,0.3429,0.8449,0.3536,1.7040}"
PF02607,LG+I+R4,0.0000,,"(0.1998,0.2781) (0.3004,0.5859) (0.3675,1.3240) (0.1322,2.1311)","LG+I{0.0000}+R4{0.1998,0.2781,0.3004,0.5859,0.3675,1.3240,0.1322,2.1311}"
PF02629,LG+I+G4,0.0093,2.4997,,LG+I{0.0093}+G4{2.4997}
PF02637,LG+F+I+R4,0.0000,,"(0.0515,0.1715) (0.3221,0.4918) (0.3457,1.0327) (0.2807,1.6950)","LG+F+I{0.0000}+R4{0.0515,0.1715,0.3221,0.4918,0.3457,1.0327,0.2807,1.6950}"
PF02668,LG+F+I+R4,0.0000,,"(0.0385,0.0879) (0.1858,0.3995) (0.3809,0.8407) (0.3948,1.5251)","LG+F+I{0.0000}+R4{0.0385,0.0879,0.1858,0.3995,0.3809,0.8407,0.3948,1.5251}"
PF02727,LG+I+G4,0.0003,2.2553,,LG+I{0.0003}+G4{2.2553}
PF02728,LG+I+R2,0.0167,,"(0.7500,0.6644) (0.2334,2.1498)","LG+I{0.0167}+R2{0.7500,0.6644,0.2334,2.1498}"
PF02729,LG+I+R4,0.0000,,"(0.1077,0.0434) (0.1579,0.3093) (0.4199,0.7487) (0.3145,2.0096)","LG+I{0.0000}+R4{0.1077,0.0434,0.1579,0.3093,0.4199,0.7487,0.3145,2.0096}"
PF02732,LG+I+R4,0.0000,,"(0.0657,0.2207) (0.1488,0.4466) (0.3901,0.8395) (0.3955,1.4958)","LG+I{0.0000}+R4{0.0657,0.2207,0.1488,0.4466,0.3901,0.8395,0.3955,1.4958}"
PF02735,LG+I+R4,0.0000,,"(0.0769,0.2449) (0.3225,0.5582) (0.2782,0.9789) (0.3224,1.6404)","LG+I{0.0000}+R4{0.0769,0.2449,0.3225,0.5582,0.2782,0.9789,0.3224,1.6404}"
PF02736,LG+I+G4,0.0000,3.3489,,LG+I{0.0000}+G4{3.3489}
PF02737,LG+I+R4,0.0263,,"(0.0667,0.0785) (0.1459,0.3160) (0.3807,0.8283) (0.3805,1.6647)","LG+I{0.0263}+R4{0.0667,0.0785,0.1459,0.3160,0.3807,0.8283,0.3805,1.6647}"
PF02738,LG+F+I+R4,0.0079,,"(0.1014,0.1376) (0.2664,0.5526) (0.3913,1.0401) (0.2330,1.8534)","LG+F+I{0.0079}+R4{0.1014,0.1376,0.2664,0.5526,0.3913,1.0401,0.2330,1.8534}"
PF02740,JTT+G4,,1.0672,,JTT+G4{1.0672}
PF02744,LG+I+G4,0.0070,1.4847,,LG+I{0.0070}+G4{1.4847}
PF02747,LG+I,0.0560,,,LG+I{0.0560}
PF02749,LG+I+R4,0.0000,,"(0.1118,0.0950) (0.3216,0.4904) (0.2407,1.0346) (0.3259,1.7876)","LG+I{0.0000}+R4{0.1118,0.0950,0.3216,0.4904,0.2407,1.0346,0.3259,1.7876}"
PF02750,,,,,
PF02751,LG+I+G4,0.0000,1.0369,,LG+I{0.0000}+G4{1.0369}
PF02752,LG+F+I+R4,0.0000,,"(0.0802,0.2234) (0.2440,0.5526) (0.2782,0.9204) (0.3976,1.4869)","LG+F+I{0.0000}+R4{0.0802,0.2234,0.2440,0.5526,0.2782,0.9204,0.3976,1.4869}"
PF02758,JTT+G4,,2.8920,,JTT+G4{2.8920}
PF02761,LG+I+G4,0.0039,0.9941,,LG+I{0.0039}+G4{0.9941}
PF02762,LG+I+G4,0.1482,0.8759,,LG+I{0.1482}+G4{0.8759}
PF02765,LG+I+G4,0.0000,3.9372,,LG+I{0.0000}+G4{3.9372}
PF02769,LG+I+R4,0.0000,,"(0.0457,0.1209) (0.2049,0.3900) (0.3452,0.7741) (0.4042,1.6016)","LG+I{0.0000}+R4{0.0457,0.1209,0.2049,0.3900,0.3452,0.7741,0.4042,1.6016}"
PF02770,LG+I+G4,0.0082,2.0455,,LG+I{0.0082}+G4{2.0455}
PF02771,LG+F+I+G4,0.0000,2.4653,,LG+F+I{0.0000}+G4{2.4653}
PF02772,LG+I+R4,0.0208,,"(0.1461,0.0700) (0.1623,0.3665) (0.1904,0.7678) (0.4804,1.6322)","LG+I{0.0208}+R4{0.1461,0.0700,0.1623,0.3665,0.1904,0.7678,0.4804,1.6322}"
PF02773,LG+I+G4,0.0176,0.5751,,LG+I{0.0176}+G4{0.5751}
PF02775,LG+I+G4,0.0000,1.6057,,LG+I{0.0000}+G4{1.6057}
PF02776,LG+F+I+G4,0.0000,1.8693,,LG+F+I{0.0000}+G4{1.8693}
PF02777,LG+I+R4,0.0000,,"(0.2078,0.1226) (0.3025,0.5076) (0.2436,1.2243) (0.2462,2.1235)","LG+I{0.0000}+R4{0.2078,0.1226,0.3025,0.5076,0.2436,1.2243,0.2462,2.1235}"
PF02778,LG+I+G4,0.0463,2.2063,,LG+I{0.0463}+G4{2.2063}
PF02779,LG+F+I+R4,0.0031,,"(0.1219,0.1828) (0.4895,0.5561) (0.3090,1.3741) (0.0764,3.6766)","LG+F+I{0.0031}+R4{0.1219,0.1828,0.4895,0.5561,0.3090,1.3741,0.0764,3.6766}"
PF02780,LG+I+G4,0.0000,2.3113,,LG+I{0.0000}+G4{2.3113}
PF02781,LG+I+R4,0.0113,,"(0.1698,0.1169) (0.2958,0.4582) (0.2589,1.0339) (0.2642,2.1837)","LG+I{0.0113}+R4{0.1698,0.1169,0.2958,0.4582,0.2589,1.0339,0.2642,2.1837}"
PF02782,LG+I+R4,0.0079,,"(0.0588,0.1486) (0.4831,0.4743) (0.3571,1.0668) (0.0931,4.0953)","LG+I{0.0079}+R4{0.0588,0.1486,0.4831,0.4743,0.3571,1.0668,0.0931,4.0953}"
PF02784,LG+I+G4,0.0415,2.2662,,LG+I{0.0415}+G4{2.2662}
PF02785,LG+I+G4,0.0342,1.2548,,LG+I{0.0342}+G4{1.2548}
PF02786,LG+I+G4,0.0220,1.3508,,LG+I{0.0220}+G4{1.3508}
PF02787,LG+I+R4,0.0000,,"(0.1456,0.1463) (0.2856,0.4764) (0.3106,1.0398) (0.2582,2.0129)","LG+I{0.0000}+R4{0.1456,0.1463,0.2856,0.4764,0.3106,1.0398,0.2582,2.0129}"
PF02789,LG+I+G4,0.0000,3.9374,,LG+I{0.0000}+G4{3.9374}
PF02798,LG+I+R3,0.0000,,"(0.0776,0.0759) (0.4679,0.6623) (0.4545,1.5054)","LG+I{0.0000}+R3{0.0776,0.0759,0.4679,0.6623,0.4545,1.5054}"
PF02799,LG+I+R4,0.0070,,"(0.1580,0.1210) (0.2774,0.4702) (0.2930,1.0423) (0.2646,2.0600)","LG+I{0.0070}+R4{0.1580,0.1210,0.2774,0.4702,0.2930,1.0423,0.2646,2.0600}"
PF02800,LG+I+G4,0.0014,1.2430,,LG+I{0.0014}+G4{1.2430}
PF02801,LG+I+R4,0.0068,,"(0.0843,0.1047) (0.4112,0.5157) (0.2850,1.0699) (0.2128,2.2287)","LG+I{0.0068}+R4{0.0843,0.1047,0.4112,0.5157,0.2850,1.0699,0.2128,2.2287}"
PF02803,LG+I+G4,0.0775,1.8048,,LG+I{0.0775}+G4{1.8048}
PF02806,LG+I+R4,0.0000,,"(0.0145,0.0460) (0.2472,0.4240) (0.3956,0.8303) (0.3427,1.6517)","LG+I{0.0000}+R4{0.0145,0.0460,0.2472,0.4240,0.3956,0.8303,0.3427,1.6517}"
PF02807,LG+I+G4,0.0000,1.2253,,LG+I{0.0000}+G4{1.2253}
PF02812,LG+I+G4,0.0070,1.1608,,LG+I{0.0070}+G4{1.1608}
PF02815,LG+I+G4,0.0000,1.8715,,LG+I{0.0000}+G4{1.8715}
PF02820,LG+I+G4,0.0091,2.2017,,LG+I{0.0091}+G4{2.2017}
PF02822,LG+I+R4,0.0000,,"(0.1459,0.0019) (0.0735,0.1860) (0.2619,0.7739) (0.5187,1.5102)","LG+I{0.0000}+R4{0.1459,0.0019,0.0735,0.1860,0.2619,0.7739,0.5187,1.5102}"
PF02823,LG+I+G4,0.0110,2.2856,,LG+I{0.0110}+G4{2.2856}
PF02824,LG+I+G4,0.0000,2.8135,,LG+I{0.0000}+G4{2.8135}
PF02825,LG+I+R4,0.0000,,"(0.0407,0.0903) (0.1465,0.3069) (0.2454,0.7686) (0.5673,1.3445)","LG+I{0.0000}+R4{0.0407,0.0903,0.1465,0.3069,0.2454,0.7686,0.5673,1.3445}"
PF02826,LG+I+R4,0.0042,,"(0.0421,0.0554) (0.2139,0.3400) (0.3587,0.7965) (0.3811,1.6774)","LG+I{0.0042}+R4{0.0421,0.0554,0.2139,0.3400,0.3587,0.7965,0.3811,1.6774}"
PF02828,LG+I+G4,0.0000,1.8326,,LG+I{0.0000}+G4{1.8326}
PF02836,LG+I+G4,0.0536,2.1105,,LG+I{0.0536}+G4{2.1105}
PF02837,LG+I,0.0943,,,LG+I{0.0943}
PF02841,JTT+F+R3,,,"(0.1457,0.1226) (0.5603,0.7238) (0.2941,1.9609)","JTT+F+R3{0.1457,0.1226,0.5603,0.7238,0.2941,1.9609}"
PF02843,LG+I+R4,0.0070,,"(0.1308,0.0729) (0.1782,0.3170) (0.1830,0.7291) (0.5010,1.5980)","LG+I{0.0070}+R4{0.1308,0.0729,0.1782,0.3170,0.1830,0.7291,0.5010,1.5980}"
PF02844,LG+I+R4,0.0000,,"(0.1570,0.0942) (0.2481,0.4050) (0.2827,0.9839) (0.3122,1.9428)","LG+I{0.0000}+R4{0.1570,0.0942,0.2481,0.4050,0.2827,0.9839,0.3122,1.9428}"
PF02845,LG+I+G4,0.0000,1.9807,,LG+I{0.0000}+G4{1.9807}
PF02852,LG+I+G4,0.0080,2.0725,,LG+I{0.0080}+G4{2.0725}
PF02864,JTT+R4,,,"(0.1582,0.1320) (0.2794,0.5930) (0.4117,1.1556) (0.1508,2.2398)","JTT+R4{0.1582,0.1320,0.2794,0.5930,0.4117,1.1556,0.1508,2.2398}"
PF02865,LG+I+G4,0.0364,2.5315,,LG+I{0.0364}+G4{2.5315}
PF02866,LG+I+G4,0.0346,2.0279,,LG+I{0.0346}+G4{2.0279}
PF02870,LG+I+G4,0.0000,2.4873,,LG+I{0.0000}+G4{2.4873}
PF02872,LG+I+G4,0.0040,2.6645,,LG+I{0.0040}+G4{2.6645}
PF02874,LG+I+G4,0.0000,2.1952,,LG+I{0.0000}+G4{2.1952}
PF02877,LG+I+G4,0.0000,1.2429,,LG+I{0.0000}+G4{1.2429}
PF02878,LG+I+R4,0.0060,,"(0.0912,0.0957) (0.2634,0.3856) (0.2770,0.8518) (0.3625,1.8035)","LG+I{0.0060}+R4{0.0912,0.0957,0.2634,0.3856,0.2770,0.8518,0.3625,1.8035}"
PF02879,LG+I+R4,0.0000,,"(0.0395,0.0617) (0.1595,0.3382) (0.3930,0.7474) (0.4080,1.5929)","LG+I{0.0000}+R4{0.0395,0.0617,0.1595,0.3382,0.3930,0.7474,0.4080,1.5929}"
PF02880,LG+I+R4,0.0157,,"(0.1703,0.1325) (0.3033,0.5585) (0.2996,1.0809) (0.2112,2.2929)","LG+I{0.0157}+R4{0.1703,0.1325,0.3033,0.5585,0.2996,1.0809,0.2112,2.2929}"
PF02881,LG+I+R4,0.0000,,"(0.0228,0.0242) (0.2597,0.4361) (0.4847,0.9979) (0.2328,1.7291)","LG+I{0.0000}+R4{0.0228,0.0242,0.2597,0.4361,0.4847,0.9979,0.2328,1.7291}"
PF02882,LG+I+G4,0.0405,1.1279,,LG+I{0.0405}+G4{1.1279}
PF02883,LG+F+I+G4,0.0000,3.9566,,LG+F+I{0.0000}+G4{3.9566}
PF02886,LG+I+G4,0.0040,5.5352,,LG+I{0.0040}+G4{5.5352}
PF02887,LG+I+R4,0.0048,,"(0.2096,0.2828) (0.2893,0.6278) (0.2246,1.0843) (0.2718,1.8973)","LG+I{0.0048}+R4{0.2096,0.2828,0.2893,0.6278,0.2246,1.0843,0.2718,1.8973}"
PF02891,LG+I+G4,0.1297,1.2378,,LG+I{0.1297}+G4{1.2378}
PF02892,LG+I+G4,0.0578,1.4962,,LG+I{0.0578}+G4{1.4962}
PF02893,LG+I+G4,0.0067,2.9330,,LG+I{0.0067}+G4{2.9330}
PF02898,LG+I+G4,0.0501,1.1699,,LG+I{0.0501}+G4{1.1699}
PF02902,LG+I+R3,0.0000,,"(0.0810,0.1817) (0.4528,0.6476) (0.4662,1.4844)","LG+I{0.0000}+R3{0.0810,0.1817,0.4528,0.6476,0.4662,1.4844}"
PF02906,LG+I+R4,0.0078,,"(0.1224,0.1208) (0.1703,0.4045) (0.3125,0.8029) (0.3870,1.7194)","LG+I{0.0078}+R4{0.1224,0.1208,0.1703,0.4045,0.3125,0.8029,0.3870,1.7194}"
PF02910,LG+I+R4,0.0057,,"(0.1095,0.0581) (0.2546,0.3961) (0.3201,0.9211) (0.3100,1.9288)","LG+I{0.0057}+R4{0.1095,0.0581,0.2546,0.3961,0.3201,0.9211,0.3100,1.9288}"
PF02911,LG+I+G4,0.0000,2.0134,,LG+I{0.0000}+G4{2.0134}
PF02913,LG+F+I+R4,0.0027,,"(0.0507,0.0855) (0.1299,0.3355) (0.3439,0.7298) (0.4728,1.4828)","LG+F+I{0.0027}+R4{0.0507,0.0855,0.1299,0.3355,0.3439,0.7298,0.4728,1.4828}"
PF02922,LG+I+G4,0.0000,1.7985,,LG+I{0.0000}+G4{1.7985}
PF02926,LG+I+G4,0.0000,2.1913,,LG+I{0.0000}+G4{2.1913}
PF02928,LG+I+R4,0.0302,,"(0.0768,0.1073) (0.1831,0.4077) (0.3077,0.8494) (0.4021,1.6305)","LG+I{0.0302}+R4{0.0768,0.1073,0.1831,0.4077,0.3077,0.8494,0.4021,1.6305}"
PF02933,LG+I+R3,0.0000,,"(0.0947,0.2516) (0.2546,0.6089) (0.6507,1.2620)","LG+I{0.0000}+R3{0.0947,0.2516,0.2546,0.6089,0.6507,1.2620}"
PF02934,LG+I+R4,0.0318,,"(0.1390,0.0924) (0.2282,0.3881) (0.2495,0.9110) (0.3515,1.9097)","LG+I{0.0318}+R4{0.1390,0.0924,0.2282,0.3881,0.2495,0.9110,0.3515,1.9097}"
PF02938,LG+I+G4,0.0000,3.0440,,LG+I{0.0000}+G4{3.0440}
PF02953,LG+I+R4,0.0000,,"(0.0794,0.0483) (0.2609,0.5754) (0.2867,0.9892) (0.3729,1.5081)","LG+I{0.0000}+R4{0.0794,0.0483,0.2609,0.5754,0.2867,0.9892,0.3729,1.5081}"
PF02965,LG+I+R4,0.0022,,"(0.1431,0.0498) (0.2093,0.3085) (0.2215,0.7785) (0.4239,1.7831)","LG+I{0.0022}+R4{0.1431,0.0498,0.2093,0.3085,0.2215,0.7785,0.4239,1.7831}"
PF02966,LG+I+G4,0.0029,1.2609,,LG+I{0.0029}+G4{1.2609}
PF02970,LG+I+R4,0.0004,,"(0.2004,0.2046) (0.2506,0.6407) (0.2972,1.1356) (0.2514,1.8336)","LG+I{0.0004}+R4{0.2004,0.2046,0.2506,0.6407,0.2972,1.1356,0.2514,1.8336}"
PF02971,LG+I+G4,0.0826,1.6981,,LG+I{0.0826}+G4{1.6981}
PF02978,LG+F+I+R4,0.0040,,"(0.0764,0.1012) (0.1192,0.3946) (0.2138,0.7759) (0.5866,1.3286)","LG+F+I{0.0040}+R4{0.0764,0.1012,0.1192,0.3946,0.2138,0.7759,0.5866,1.3286}"
PF02984,LG+I+R4,0.0000,,"(0.0401,0.1173) (0.3408,0.4855) (0.3202,0.9798) (0.2989,1.7265)","LG+I{0.0000}+R4{0.0401,0.1173,0.3408,0.4855,0.3202,0.9798,0.2989,1.7265}"
PF02988,JTT+G4,,3.2257,,JTT+G4{3.2257}
PF02991,LG+I+G4,0.0982,1.8688,,LG+I{0.0982}+G4{1.8688}
PF03016,LG+I+R4,0.0066,,"(0.1108,0.1725) (0.3393,0.4687) (0.4296,1.1326) (0.1137,2.9483)","LG+I{0.0066}+R4{0.1108,0.1725,0.3393,0.4687,0.4296,1.1326,0.1137,2.9483}"
PF03020,LG+I+G4,0.0201,0.9334,,LG+I{0.0201}+G4{0.9334}
PF03024,JTT+R3,,,"(0.0804,0.0866) (0.4549,0.6439) (0.4648,1.5065)","JTT+R3{0.0804,0.0866,0.4549,0.6439,0.4648,1.5065}"
PF03028,LG+I+R4,0.0129,,"(0.2032,0.1056) (0.2378,0.4132) (0.1969,1.0181) (0.3492,1.9468)","LG+I{0.0129}+R4{0.2032,0.1056,0.2378,0.4132,0.1969,1.0181,0.3492,1.9468}"
PF03029,LG+I+G4,0.0264,2.2146,,LG+I{0.0264}+G4{2.2146}
PF03039,JTT+G4,,1.2623,,JTT+G4{1.2623}
PF03045,JTT+I+G4,0.0706,2.5825,,JTT+I{0.0706}+G4{2.5825}
PF03054,LG+I+G4,0.0967,1.4115,,LG+I{0.0967}+G4{1.4115}
PF03061,LG+I+G4,0.0000,2.0569,,LG+I{0.0000}+G4{2.0569}
PF03066,JTT+G4,,1.7518,,JTT+G4{1.7518}
PF03079,LG+I+G4,0.0038,2.0407,,LG+I{0.0038}+G4{2.0407}
PF03091,LG+I+R4,0.0097,,"(0.1778,0.1360) (0.2915,0.5760) (0.3159,1.2047) (0.2051,2.0835)","LG+I{0.0097}+R4{0.1778,0.1360,0.2915,0.5760,0.3159,1.2047,0.2051,2.0835}"
PF03096,LG+I+G4,0.0028,1.9856,,LG+I{0.0028}+G4{1.9856}
PF03098,LG+I+R4,0.0032,,"(0.0783,0.1048) (0.2020,0.3850) (0.2901,0.7992) (0.4264,1.5998)","LG+I{0.0032}+R4{0.0783,0.1048,0.2020,0.3850,0.2901,0.7992,0.4264,1.5998}"
PF03099,LG+I+G4,0.0122,1.9534,,LG+I{0.0122}+G4{1.9534}
PF03102,LG+I+G4,0.0388,1.4111,,LG+I{0.0388}+G4{1.4111}
PF03105,JTT+F+I+R4,0.0029,,"(0.0639,0.0662) (0.1362,0.2332) (0.2394,0.6077) (0.5576,1.4678)","JTT+F+I{0.0029}+R4{0.0639,0.0662,0.1362,0.2332,0.2394,0.6077,0.5576,1.4678}"
PF03109,LG+I+R4,0.0000,,"(0.0647,0.0206) (0.1891,0.2972) (0.3718,0.7962) (0.3745,1.7265)","LG+I{0.0000}+R4{0.0647,0.0206,0.1891,0.2972,0.3718,0.7962,0.3745,1.7265}"
PF03114,LG+I+G4,0.0000,3.7871,,LG+I{0.0000}+G4{3.7871}
PF03126,LG+I+R4,0.0000,,"(0.0903,0.1796) (0.2677,0.5673) (0.3173,0.9312) (0.3247,1.6524)","LG+I{0.0000}+R4{0.0903,0.1796,0.2677,0.5673,0.3173,0.9312,0.3247,1.6524}"
PF03127,LG+I+G4,0.0000,2.3054,,LG+I{0.0000}+G4{2.3054}
PF03129,LG+I+G4,0.0000,3.2668,,LG+I{0.0000}+G4{3.2668}
PF03144,LG+I+G4,0.0101,2.2932,,LG+I{0.0101}+G4{2.2932}
PF03145,JTT+G4,,1.7171,,JTT+G4{1.7171}
PF03146,LG+I,0.0000,,,LG+I{0.0000}
PF03147,LG+I+R4,0.0000,,"(0.1187,0.1331) (0.2427,0.5114) (0.3317,0.9850) (0.3069,1.7379)","LG+I{0.0000}+R4{0.1187,0.1331,0.2427,0.5114,0.3317,0.9850,0.3069,1.7379}"
PF03152,LG+I+G4,0.0022,1.1749,,LG+I{0.0022}+G4{1.1749}
PF03160,LG+I+G4,0.0008,1.9607,,LG+I{0.0008}+G4{1.9607}
PF03165,LG+I+G4,0.0260,2.4118,,LG+I{0.0260}+G4{2.4118}
PF03167,LG+I+R4,0.0000,,"(0.0778,0.1738) (0.1636,0.4194) (0.3336,0.8020) (0.4251,1.5300)","LG+I{0.0000}+R4{0.0778,0.1738,0.1636,0.4194,0.3336,0.8020,0.4251,1.5300}"
PF03171,LG+I+R4,0.0000,,"(0.0762,0.2139) (0.2717,0.5518) (0.3243,1.0180) (0.3277,1.5367)","LG+I{0.0000}+R4{0.0762,0.2139,0.2717,0.5518,0.3243,1.0180,0.3277,1.5367}"
PF03172,JTT+I+G4,0.0375,1.4689,,JTT+I{0.0375}+G4{1.4689}
PF03199,LG+I+R4,0.0098,,"(0.0961,0.0880) (0.1918,0.3701) (0.1546,0.7343) (0.5477,1.4735)","LG+I{0.0098}+R4{0.0961,0.0880,0.1918,0.3701,0.1546,0.7343,0.5477,1.4735}"
PF03215,LG+I,0.0535,,,LG+I{0.0535}
PF03221,LG+I+R4,0.0000,,"(0.0811,0.1316) (0.1993,0.4343) (0.2831,0.8262) (0.4365,1.5325)","LG+I{0.0000}+R4{0.0811,0.1316,0.1993,0.4343,0.2831,0.8262,0.4365,1.5325}"
PF03226,LG+I+G4,0.0347,2.9912,,LG+I{0.0347}+G4{2.9912}
PF03232,LG+I+R4,0.0333,,"(0.1588,0.0922) (0.2034,0.3991) (0.3217,0.9793) (0.2828,2.0830)","LG+I{0.0333}+R4{0.1588,0.0922,0.2034,0.3991,0.3217,0.9793,0.2828,2.0830}"
PF03259,LG+I+G4,0.0000,5.2445,,LG+I{0.0000}+G4{5.2445}
PF03266,LG+I+G4,0.0278,1.6380,,LG+I{0.0278}+G4{1.6380}
PF03281,LG+I+G4,0.0000,2.5667,,LG+I{0.0000}+G4{2.5667}
PF03291,LG+I+G4,0.1019,1.7501,,LG+I{0.1019}+G4{1.7501}
PF03308,LG+I+G4,0.0855,1.3768,,LG+I{0.0855}+G4{1.3768}
PF03321,LG+I+R4,0.0000,,"(0.1138,0.2041) (0.2671,0.5421) (0.3668,1.0404) (0.2523,1.7850)","LG+I{0.0000}+R4{0.1138,0.2041,0.2671,0.5421,0.3668,1.0404,0.2523,1.7850}"
PF03328,LG+I+G4,0.0279,3.4678,,LG+I{0.0279}+G4{3.4678}
PF03344,JTT+G4,,1.0532,,JTT+G4{1.0532}
PF03345,LG+F+I+R4,0.0005,,"(0.0618,0.1112) (0.3222,0.4583) (0.3750,0.9395) (0.2404,2.0510)","LG+F+I{0.0005}+R4{0.0618,0.1112,0.3222,0.4583,0.3750,0.9395,0.2404,2.0510}"
PF03351,LG+I+G4,0.0000,2.7369,,LG+I{0.0000}+G4{2.7369}
PF03366,LG+I+R4,0.0000,,"(0.1274,0.1256) (0.1584,0.4755) (0.3205,0.9521) (0.3938,1.5328)","LG+I{0.0000}+R4{0.1274,0.1256,0.1584,0.4755,0.3205,0.9521,0.3938,1.5328}"
PF03367,LG+I+G4,0.0508,1.4012,,LG+I{0.0508}+G4{1.4012}
PF03368,LG+I+G4,0.0069,1.3674,,LG+I{0.0069}+G4{1.3674}
PF03370,LG+I+R4,0.0036,,"(0.0934,0.0638) (0.1321,0.3177) (0.2782,0.7745) (0.4927,1.4952)","LG+I{0.0036}+R4{0.0934,0.0638,0.1321,0.3177,0.2782,0.7745,0.4927,1.4952}"
PF03372,LG+F+I+R4,0.0000,,"(0.0109,0.0164) (0.1118,0.2739) (0.2669,0.6978) (0.6104,1.2827)","LG+F+I{0.0000}+R4{0.0109,0.0164,0.1118,0.2739,0.2669,0.6978,0.6104,1.2827}"
PF03388,LG+I+G4,0.0009,1.9995,,LG+I{0.0009}+G4{1.9995}
PF03403,LG+I+G4,0.0834,1.7810,,LG+I{0.0834}+G4{1.7810}
PF03404,LG+I+G4,0.0004,1.4029,,LG+I{0.0004}+G4{1.4029}
PF03416,LG+F+I+R4,0.0069,,"(0.0734,0.0507) (0.1737,0.1965) (0.2915,0.5296) (0.4543,1.7778)","LG+F+I{0.0069}+R4{0.0734,0.0507,0.1737,0.1965,0.2915,0.5296,0.4543,1.7778}"
PF03441,LG+I+R4,0.0065,,"(0.1696,0.1097) (0.2647,0.4260) (0.2227,0.9960) (0.3364,1.9224)","LG+I{0.0065}+R4{0.1696,0.1097,0.2647,0.4260,0.2227,0.9960,0.3364,1.9224}"
