pfam_id,model,I,alpha,rates,alisim_model
PF01402,LG+I+G4,0.0000,3.4338,,LG+I{0.0000}+G4{3.4338}
PF01406,LG+I+G4,0.1006,1.3250,,LG+I{0.1006}+G4{1.3250}
PF01408,LG+I+R3,0.0064,,"(0.0464,0.1146) (0.4446,0.6145) (0.5026,1.4356)","LG+I{0.0064}+R3{0.0464,0.1146,0.4446,0.6145,0.5026,1.4356}"
PF01409,LG+I+G4,0.0136,1.2685,,LG+I{0.0136}+G4{1.2685}
PF01416,LG+I+R4,0.0056,,"(0.0984,0.1113) (0.2351,0.3580) (0.2869,0.8008) (0.3740,1.8052)","LG+I{0.0056}+R4{0.0984,0.1113,0.2351,0.3580,0.2869,0.8008,0.3740,1.8052}"
PF01418,LG+I+G4,0.0000,2.5909,,LG+I{0.0000}+G4{2.5909}
PF01420,LG+F+I+R3,0.0000,,"(0.0277,0.1500) (0.4875,0.6368) (0.4848,1.4138)","LG+F+I{0.0000}+R3{0.0277,0.1500,0.4875,0.6368,0.4848,1.4138}"
PF01433,LG+I+G4,0.0383,1.7143,,LG+I{0.0383}+G4{1.7143}
PF01434,LG+I+G4,0.0669,1.4253,,LG+I{0.0669}+G4{1.4253}
PF01435,LG+I+R3,0.0203,,"(0.0621,0.0869) (0.2431,0.5124) (0.6744,1.2900)","LG+I{0.0203}+R3{0.0621,0.0869,0.2431,0.5124,0.6744,1.2900}"
PF01450,LG+I+G4,0.0250,0.9140,,LG+I{0.0250}+G4{0.9140}
PF01451,LG+I+G4,0.0300,2.2056,,LG+I{0.0300}+G4{2.2056}
PF01458,LG+F+I+R4,0.0039,,"(0.1620,0.2093) (0.2054,0.4850) (0.3570,0.9788) (0.2717,1.9028)","LG+F+I{0.0039}+R4{0.1620,0.2093,0.2054,0.4850,0.3570,0.9788,0.2717,1.9028}"
PF01464,LG+I+R3,0.0188,,"(0.1410,0.1336) (0.3486,0.6176) (0.4917,1.5577)","LG+I{0.0188}+R3{0.1410,0.1336,0.3486,0.6176,0.4917,1.5577}"
PF01467,LG+I+R4,0.0000,,"(0.0425,0.0580) (0.1035,0.2960) (0.2303,0.6445) (0.6237,1.3123)","LG+I{0.0000}+R4{0.0425,0.0580,0.1035,0.2960,0.2303,0.6445,0.6237,1.3123}"
PF01471,LG+I+G4,0.0000,1.5817,,LG+I{0.0000}+G4{1.5817}
PF01476,LG+I+R4,0.0000,,"(0.0542,0.1195) (0.2102,0.3305) (0.2075,0.8351) (0.5282,1.4215)","LG+I{0.0000}+R4{0.0542,0.1195,0.2102,0.3305,0.2075,0.8351,0.5282,1.4215}"
PF01479,LG+I+G4,0.0000,2.1232,,LG+I{0.0000}+G4{2.1232}
PF01487,LG+I+R4,0.0000,,"(0.1473,0.1521) (0.2933,0.5236) (0.2738,1.0505) (0.2856,1.8781)","LG+I{0.0000}+R4{0.1473,0.1521,0.2933,0.5236,0.2738,1.0505,0.2856,1.8781}"
PF01491,LG+I+R4,0.0000,,"(0.1015,0.0980) (0.2487,0.3266) (0.3872,0.9594) (0.2626,2.0464)","LG+I{0.0000}+R4{0.1015,0.0980,0.2487,0.3266,0.3872,0.9594,0.2626,2.0464}"
PF01497,LG+I+G4,0.0033,2.6664,,LG+I{0.0033}+G4{2.6664}
PF01507,LG+I+G4,0.0129,1.7543,,LG+I{0.0129}+G4{1.7543}
PF01509,LG+I+R4,0.0204,,"(0.1376,0.0844) (0.1897,0.3776) (0.3287,0.9622) (0.3235,1.8557)","LG+I{0.0204}+R4{0.1376,0.0844,0.1897,0.3776,0.3287,0.9622,0.3235,1.8557}"
PF01510,LG+I+R4,0.0000,,"(0.0720,0.1296) (0.1894,0.3828) (0.2590,0.7992) (0.4796,1.4828)","LG+I{0.0000}+R4{0.0720,0.1296,0.1894,0.3828,0.2590,0.7992,0.4796,1.4828}"
PF01512,LG+I+R4,0.0064,,"(0.1021,0.1238) (0.3188,0.4963) (0.2778,1.0045) (0.2948,1.8655)","LG+I{0.0064}+R4{0.1021,0.1238,0.3188,0.4963,0.2778,1.0045,0.2948,1.8655}"
PF01513,LG+I+G4,0.0110,1.7568,,LG+I{0.0110}+G4{1.7568}
PF01520,LG+I+R4,0.0022,,"(0.0261,0.0345) (0.2060,0.2811) (0.2592,0.6845) (0.5065,1.5079)","LG+I{0.0022}+R4{0.0261,0.0345,0.2060,0.2811,0.2592,0.6845,0.5065,1.5079}"
PF01521,LG+I+R4,0.0000,,"(0.0669,0.1749) (0.3657,0.5071) (0.2645,1.0230) (0.3030,1.7570)","LG+I{0.0000}+R4{0.0669,0.1749,0.3657,0.5071,0.2645,1.0230,0.3030,1.7570}"
PF01523,LG+I+R4,0.0000,,"(0.1239,0.3981) (0.3313,0.7103) (0.3560,1.0963) (0.1888,1.7221)","LG+I{0.0000}+R4{0.1239,0.3981,0.3313,0.7103,0.3560,1.0963,0.1888,1.7221}"
PF01541,LG+I+R2,0.0192,,"(0.1389,0.2341) (0.8420,1.1491)","LG+I{0.0192}+R2{0.1389,0.2341,0.8420,1.1491}"
PF01548,LG+I+G4,0.0171,1.4591,,LG+I{0.0171}+G4{1.4591}
PF01551,LG+I+R4,0.0000,,"(0.1553,0.1878) (0.1378,0.4449) (0.2605,0.8165) (0.4463,1.5613)","LG+I{0.0000}+R4{0.1553,0.1878,0.1378,0.4449,0.2605,0.8165,0.4463,1.5613}"
PF01555,LG+F+I+R4,0.0021,,"(0.0434,0.0993) (0.0899,0.2738) (0.2751,0.5971) (0.5895,1.3687)","LG+F+I{0.0021}+R4{0.0434,0.0993,0.0899,0.2738,0.2751,0.5971,0.5895,1.3687}"
PF01556,LG+I+R4,0.0038,,"(0.0698,0.1619) (0.2759,0.5273) (0.3581,0.9992) (0.2925,1.6596)","LG+I{0.0038}+R4{0.0698,0.1619,0.2759,0.5273,0.3581,0.9992,0.2925,1.6596}"
PF01557,LG+F+I+R4,0.0010,,"(0.0785,0.1348) (0.2204,0.3870) (0.3333,0.8300) (0.3669,1.7103)","LG+F+I{0.0010}+R4{0.0785,0.1348,0.2204,0.3870,0.3333,0.8300,0.3669,1.7103}"
PF01558,LG+I+G4,0.0000,2.0973,,LG+I{0.0000}+G4{2.0973}
PF01564,LG+I+G4,0.0036,1.5369,,LG+I{0.0036}+G4{1.5369}
PF01565,LG+I+R4,0.0000,,"(0.0988,0.2537) (0.3669,0.6136) (0.2782,1.1158) (0.2560,1.7160)","LG+I{0.0000}+R4{0.0988,0.2537,0.3669,0.6136,0.2782,1.1158,0.2560,1.7160}"
PF01568,LG+I+G4,0.0000,2.1564,,LG+I{0.0000}+G4{2.1564}
PF01571,LG+F+I+R4,0.0092,,"(0.1055,0.1621) (0.3608,0.5448) (0.2468,1.0571) (0.2777,1.8920)","LG+F+I{0.0092}+R4{0.1055,0.1621,0.3608,0.5448,0.2468,1.0571,0.2777,1.8920}"
PF01575,LG+I+G4,0.0142,1.6756,,LG+I{0.0142}+G4{1.6756}
PF01580,LG+I+G4,0.0049,1.5937,,LG+I{0.0049}+G4{1.5937}
PF01583,LG+I+G4,0.0225,1.1758,,LG+I{0.0225}+G4{1.1758}
PF01584,LG+I+G4,0.0000,2.5035,,LG+I{0.0000}+G4{2.5035}
PF01588,LG+I+G4,0.0098,1.6792,,LG+I{0.0098}+G4{1.6792}
PF01590,LG+F+I+R4,0.0000,,"(0.0994,0.3078) (0.1588,0.5083) (0.3674,0.8690) (0.3744,1.5208)","LG+F+I{0.0000}+R4{0.0994,0.3078,0.1588,0.5083,0.3674,0.8690,0.3744,1.5208}"
PF01595,LG+F+I+R4,0.0000,,"(0.0763,0.2013) (0.2266,0.4548) (0.3310,0.8638) (0.3660,1.6272)","LG+F+I{0.0000}+R4{0.0763,0.2013,0.2266,0.4548,0.3310,0.8638,0.3660,1.6272}"
PF01597,LG+I+G4,0.0455,4.0338,,LG+I{0.0455}+G4{4.0338}
PF01609,LG+F+I+R4,0.0021,,"(0.0100,0.0175) (0.0706,0.2518) (0.4135,0.6262) (0.5039,1.4351)","LG+F+I{0.0021}+R4{0.0100,0.0175,0.0706,0.2518,0.4135,0.6262,0.5039,1.4351}"
PF01612,LG+I+G4,0.0184,2.2876,,LG+I{0.0184}+G4{2.2876}
PF01613,LG+F+I+R4,0.0000,,"(0.0474,0.1956) (0.2349,0.4149) (0.2539,0.7859) (0.4639,1.4956)","LG+F+I{0.0000}+R4{0.0474,0.1956,0.2349,0.4149,0.2539,0.7859,0.4639,1.4956}"
PF01614,LG+I+G4,0.0111,2.2762,,LG+I{0.0111}+G4{2.2762}
PF01624,LG+I+G4,0.0000,1.5477,,LG+I{0.0000}+G4{1.5477}
PF01625,LG+I+R4,0.0161,,"(0.2233,0.1464) (0.2298,0.5179) (0.2771,1.0960) (0.2538,2.1464)","LG+I{0.0161}+R4{0.2233,0.1464,0.2298,0.5179,0.2771,1.0960,0.2538,2.1464}"
PF01638,LG+I+G4,0.0457,1.9184,,LG+I{0.0457}+G4{1.9184}
PF01641,LG+I+R4,0.0161,,"(0.2178,0.0590) (0.2409,0.3625) (0.2944,1.1605) (0.2307,2.4188)","LG+I{0.0161}+R4{0.2178,0.0590,0.2409,0.3625,0.2944,1.1605,0.2307,2.4188}"
PF01645,LG+I+G4,0.0479,1.5381,,LG+I{0.0479}+G4{1.5381}
PF01648,LG+F+I+R4,0.0048,,"(0.0450,0.0645) (0.0853,0.3354) (0.2256,0.6893) (0.6393,1.2716)","LG+F+I{0.0048}+R4{0.0450,0.0645,0.0853,0.3354,0.2256,0.6893,0.6393,1.2716}"
PF01653,LG+I+G4,0.1152,1.5068,,LG+I{0.1152}+G4{1.5068}
PF01656,LG+I+R4,0.0031,,"(0.0382,0.1133) (0.2329,0.4053) (0.3909,0.8638) (0.3349,1.6831)","LG+I{0.0031}+R4{0.0382,0.1133,0.2329,0.4053,0.3909,0.8638,0.3349,1.6831}"
PF01661,LG+I+G4,0.0000,1.3105,,LG+I{0.0000}+G4{1.3105}
PF01678,LG+I+G4,0.0000,1.2147,,LG+I{0.0000}+G4{1.2147}
PF01687,LG+I+R4,0.0000,,"(0.1068,0.0767) (0.2052,0.3459) (0.2251,0.8360) (0.4629,1.5828)","LG+I{0.0000}+R4{0.1068,0.0767,0.2052,0.3459,0.2251,0.8360,0.4629,1.5828}"
PF01694,LG+F+I+R4,0.0000,,"(0.0582,0.0592) (0.1971,0.3337) (0.3400,0.7900) (0.4047,1.6361)","LG+F+I{0.0000}+R4{0.0582,0.0592,0.1971,0.3337,0.3400,0.7900,0.4047,1.6361}"
PF01695,LG+I,0.0717,,,LG+I{0.0717}
PF01702,LG+I+R4,0.0032,,"(0.1939,0.1499) (0.2633,0.4809) (0.2045,1.0096) (0.3351,1.9033)","LG+I{0.0032}+R4{0.1939,0.1499,0.2633,0.4809,0.2045,1.0096,0.3351,1.9033}"
PF01706,LG+I+R4,0.0000,,"(0.2188,0.2769) (0.2728,0.6166) (0.2690,1.1602) (0.2395,1.9174)","LG+I{0.0000}+R4{0.2188,0.2769,0.2728,0.6166,0.2690,1.1602,0.2395,1.9174}"
PF01709,LG+I+R4,0.0000,,"(0.1268,0.1939) (0.1981,0.5266) (0.3360,0.9258) (0.3391,1.6514)","LG+I{0.0000}+R4{0.1268,0.1939,0.1981,0.5266,0.3360,0.9258,0.3391,1.6514}"
PF01713,LG+I+R4,0.0080,,"(0.1122,0.1405) (0.1527,0.3779) (0.2896,0.8225) (0.4375,1.5732)","LG+I{0.0080}+R4{0.1122,0.1405,0.1527,0.3779,0.2896,0.8225,0.4375,1.5732}"
PF01715,LG+F+I+R4,0.0019,,"(0.1031,0.1138) (0.1734,0.3774) (0.2016,0.8153) (0.5201,1.4585)","LG+F+I{0.0019}+R4{0.1031,0.1138,0.1734,0.3774,0.2016,0.8153,0.5201,1.4585}"
PF01717,LG+I+G4,0.0015,0.7251,,LG+I{0.0015}+G4{0.7251}
PF01725,LG+I+R4,0.0022,,"(0.1069,0.0887) (0.1797,0.3997) (0.2187,0.8474) (0.4925,1.4890)","LG+I{0.0022}+R4{0.1069,0.0887,0.1797,0.3997,0.2187,0.8474,0.4925,1.4890}"
PF01726,LG+I+G4,0.0593,1.5303,,LG+I{0.0593}+G4{1.5303}
PF01729,LG+I+G4,0.0264,1.4826,,LG+I{0.0264}+G4{1.4826}
PF01734,LG+I+R4,0.0000,,"(0.0471,0.0892) (0.1432,0.2801) (0.2940,0.6828) (0.5158,1.4637)","LG+I{0.0000}+R4{0.0471,0.0892,0.1432,0.2801,0.2940,0.6828,0.5158,1.4637}"
PF01738,LG+I+G4,0.0250,2.2877,,LG+I{0.0250}+G4{2.2877}
PF01739,LG+I+G4,0.0053,1.1540,,LG+I{0.0053}+G4{1.1540}
PF01740,LG+I+G4,0.0000,2.5326,,LG+I{0.0000}+G4{2.5326}
PF01741,LG+I+R4,0.0000,,"(0.0779,0.0548) (0.1882,0.3033) (0.2465,0.7837) (0.4874,1.5294)","LG+I{0.0000}+R4{0.0779,0.0548,0.1882,0.3033,0.2465,0.7837,0.4874,1.5294}"
PF01743,LG+I+G4,0.0671,1.4384,,LG+I{0.0671}+G4{1.4384}
PF01750,LG+I+G4,0.0263,2.7273,,LG+I{0.0263}+G4{2.7273}
PF01757,LG+F+I+R4,0.0000,,"(0.0311,0.0773) (0.1165,0.2879) (0.3492,0.6955) (0.5032,1.4332)","LG+F+I{0.0000}+R4{0.0311,0.0773,0.1165,0.2879,0.3492,0.6955,0.5032,1.4332}"
PF01761,LG+I+G4,0.1164,1.1148,,LG+I{0.1164}+G4{1.1148}
PF01765,LG+I+R4,0.0000,,"(0.2522,0.3018) (0.3249,0.7357) (0.2826,1.3483) (0.1403,2.1659)","LG+I{0.0000}+R4{0.2522,0.3018,0.3249,0.7357,0.2826,1.3483,0.1403,2.1659}"
PF01782,LG+I+G4,0.0104,1.9276,,LG+I{0.0104}+G4{1.9276}
PF01791,LG+I+G4,0.0147,2.5620,,LG+I{0.0147}+G4{2.5620}
PF01794,LG+F+I+R4,0.0056,,"(0.0385,0.0724) (0.3006,0.4894) (0.3458,0.8729) (0.3094,1.7720)","LG+F+I{0.0056}+R4{0.0385,0.0724,0.3006,0.4894,0.3458,0.8729,0.3094,1.7720}"
PF01799,LG+I+R4,0.0000,,"(0.1865,0.0928) (0.2903,0.4346) (0.1785,1.0269) (0.3447,1.9533)","LG+I{0.0000}+R4{0.1865,0.0928,0.2903,0.4346,0.1785,1.0269,0.3447,1.9533}"
PF01807,LG+I+G4,0.0969,1.5547,,LG+I{0.0969}+G4{1.5547}
PF01814,LG+I+R4,0.0000,,"(0.0415,0.0702) (0.1010,0.3475) (0.2340,0.6805) (0.6235,1.2875)","LG+I{0.0000}+R4{0.0415,0.0702,0.1010,0.3475,0.2340,0.6805,0.6235,1.2875}"
PF01815,LG+I,0.1079,,,LG+I{0.1079}
PF01817,LG+F+I+R4,0.0000,,"(0.0457,0.0678) (0.1107,0.2865) (0.2016,0.6244) (0.6419,1.3075)","LG+F+I{0.0000}+R4{0.0457,0.0678,0.1107,0.2865,0.2016,0.6244,0.6419,1.3075}"
PF01832,LG+F+I+R4,0.0000,,"(0.0847,0.1279) (0.2415,0.4365) (0.2412,0.8576) (0.4326,1.5648)","LG+F+I{0.0000}+R4{0.0847,0.1279,0.2415,0.4365,0.2412,0.8576,0.4326,1.5648}"
PF01835,LG+F+I+G4,0.0081,2.0229,,LG+F+I{0.0081}+G4{2.0229}
PF01842,LG+I+G4,0.0000,2.3460,,LG+I{0.0000}+G4{2.3460}
PF01850,LG+F+I+R4,0.0000,,"(0.0533,0.0931) (0.1661,0.3772) (0.3496,0.8199) (0.4310,1.4982)","LG+F+I{0.0000}+R4{0.0533,0.0931,0.1661,0.3772,0.3496,0.8199,0.4310,1.4982}"
PF01872,LG+I+G4,0.0079,2.5569,,LG+I{0.0079}+G4{2.5569}
PF01883,LG+I+G4,0.0000,2.8036,,LG+I{0.0000}+G4{2.8036}
PF01895,LG+I+R4,0.0000,,"(0.1462,0.2949) (0.2673,0.6056) (0.3220,1.0967) (0.2645,1.6707)","LG+I{0.0000}+R4{0.1462,0.2949,0.2673,0.6056,0.3220,1.0967,0.2645,1.6707}"
PF01909,LG+I+R4,0.0128,,"(0.0251,0.0293) (0.0991,0.2442) (0.2943,0.7177) (0.5686,1.3433)","LG+I{0.0128}+R4{0.0251,0.0293,0.0991,0.2442,0.2943,0.7177,0.5686,1.3433}"
PF01915,LG+F+I+R4,0.0013,,"(0.0504,0.0717) (0.1436,0.2347) (0.3227,0.5792) (0.4821,1.6092)","LG+F+I{0.0013}+R4{0.0504,0.0717,0.1436,0.2347,0.3227,0.5792,0.4821,1.6092}"
PF01923,LG+I+R4,0.0064,,"(0.0916,0.0478) (0.2490,0.3136) (0.2233,0.7809) (0.4296,1.7299)","LG+I{0.0064}+R4{0.0916,0.0478,0.2490,0.3136,0.2233,0.7809,0.4296,1.7299}"
PF01928,LG+I+R4,0.0047,,"(0.0707,0.1064) (0.0970,0.3354) (0.3307,0.7077) (0.4968,1.4611)","LG+I{0.0047}+R4{0.0707,0.1064,0.0970,0.3354,0.3307,0.7077,0.4968,1.4611}"
PF01931,LG+I+R4,0.0328,,"(0.0938,0.1300) (0.2164,0.3824) (0.2700,0.8829) (0.3870,1.7226)","LG+I{0.0328}+R4{0.0938,0.1300,0.2164,0.3824,0.2700,0.8829,0.3870,1.7226}"
PF01935,LG+I+R4,0.0111,,"(0.0310,0.0655) (0.2183,0.3675) (0.4583,0.9297) (0.2812,1.7482)","LG+I{0.0111}+R4{0.0310,0.0655,0.2183,0.3675,0.4583,0.9297,0.2812,1.7482}"
PF01938,LG+I+G4,0.0000,3.3703,,LG+I{0.0000}+G4{3.3703}
PF01948,LG+I+G4,0.0511,1.1914,,LG+I{0.0511}+G4{1.1914}
PF01957,LG+I+R4,0.0000,,"(0.2123,0.2497) (0.1935,0.6072) (0.2444,1.0851) (0.3498,1.6130)","LG+I{0.0000}+R4{0.2123,0.2497,0.1935,0.6072,0.2444,1.0851,0.3498,1.6130}"
PF01964,LG+I+R4,0.0563,,"(0.1917,0.1232) (0.2336,0.4703) (0.2279,1.0900) (0.2906,2.1269)","LG+I{0.0563}+R4{0.1917,0.1232,0.2336,0.4703,0.2279,1.0900,0.2906,2.1269}"
PF01965,LG+I+G4,0.0034,2.4089,,LG+I{0.0034}+G4{2.4089}
PF01967,LG+I+R4,0.0256,,"(0.1273,0.0315) (0.2369,0.2569) (0.1814,0.7577) (0.4288,1.8601)","LG+I{0.0256}+R4{0.1273,0.0315,0.2369,0.2569,0.1814,0.7577,0.4288,1.8601}"
PF01975,LG+I+R4,0.0134,,"(0.0766,0.0617) (0.1555,0.2748) (0.2953,0.6971) (0.4592,1.6262)","LG+I{0.0134}+R4{0.0766,0.0617,0.1555,0.2748,0.2953,0.6971,0.4592,1.6262}"
PF01977,LG+I+G4,0.0000,1.6582,,LG+I{0.0000}+G4{1.6582}
PF01979,LG+I+R4,0.0000,,"(0.0342,0.1065) (0.2113,0.5022) (0.4607,0.8684) (0.2938,1.6687)","LG+I{0.0000}+R4{0.0342,0.1065,0.2113,0.5022,0.4607,0.8684,0.2938,1.6687}"
PF01980,LG+I+R4,0.0257,,"(0.1725,0.1489) (0.2809,0.4764) (0.2388,1.0726) (0.2822,2.0709)","LG+I{0.0257}+R4{0.1725,0.1489,0.2809,0.4764,0.2388,1.0726,0.2822,2.0709}"
PF01985,LG+I+G4,0.0000,2.5010,,LG+I{0.0000}+G4{2.5010}
PF02016,LG+I+R4,0.0099,,"(0.0329,0.0379) (0.1890,0.3658) (0.3193,0.6873) (0.4488,1.5821)","LG+I{0.0099}+R4{0.0329,0.0379,0.1890,0.3658,0.3193,0.6873,0.4488,1.5821}"
PF02036,LG+I+G4,0.0000,3.0163,,LG+I{0.0000}+G4{3.0163}
PF02075,LG+I+G4,0.0206,1.3776,,LG+I{0.0206}+G4{1.3776}
PF02080,LG+I+G4,0.0000,3.1402,,LG+I{0.0000}+G4{3.1402}
PF02082,LG+I+G4,0.0066,1.6034,,LG+I{0.0066}+G4{1.6034}
PF02091,LG+I+G4,0.0723,0.7582,,LG+I{0.0723}+G4{0.7582}
PF02110,LG+I+G4,0.0885,1.8261,,LG+I{0.0885}+G4{1.8261}
PF02120,LG+F+I+R4,0.0000,,"(0.0582,0.1662) (0.1879,0.4594) (0.4274,0.9380) (0.3264,1.5412)","LG+F+I{0.0000}+R4{0.0582,0.1662,0.1879,0.4594,0.4274,0.9380,0.3264,1.5412}"
PF02126,LG+I,0.0255,,,LG+I{0.0255}
PF02129,LG+F+I+G4,0.0157,1.5678,,LG+F+I{0.0157}+G4{1.5678}
PF02132,LG+I+R3,0.0529,,"(0.2581,0.3627) (0.2790,1.0127) (0.4100,1.5216)","LG+I{0.0529}+R3{0.2581,0.3627,0.2790,1.0127,0.4100,1.5216}"
PF02142,LG+I+G4,0.0081,1.3407,,LG+I{0.0081}+G4{1.3407}
PF02152,LG+I+R4,0.0057,,"(0.0456,0.0824) (0.2553,0.3869) (0.2776,0.8575) (0.4158,1.5859)","LG+I{0.0057}+R4{0.0456,0.0824,0.2553,0.3869,0.2776,0.8575,0.4158,1.5859}"
PF02153,LG+I+G4,0.0186,2.5097,,LG+I{0.0186}+G4{2.5097}
PF02195,LG+I+G4,0.0000,0.8127,,LG+I{0.0000}+G4{0.8127}
PF02203,LG+F+I+G4,0.0000,3.3257,,LG+F+I{0.0000}+G4{3.3257}
PF02219,LG+I+G4,0.0217,1.6557,,LG+I{0.0217}+G4{1.6557}
PF02222,LG+I+G4,0.0497,1.2771,,LG+I{0.0497}+G4{1.2771}
PF02223,LG+I+G4,0.0121,1.9386,,LG+I{0.0121}+G4{1.9386}
PF02224,LG+I+G4,0.0569,1.4408,,LG+I{0.0569}+G4{1.4408}
PF02230,LG+I+G4,0.0128,1.6443,,LG+I{0.0128}+G4{1.6443}
PF02237,LG+I+G4,0.0000,1.6995,,LG+I{0.0000}+G4{1.6995}
PF02253,LG+I+R4,0.0207,,"(0.1559,0.1365) (0.2168,0.5193) (0.3741,1.0486) (0.2324,2.0390)","LG+I{0.0207}+R4{0.1559,0.1365,0.2168,0.5193,0.3741,1.0486,0.2324,2.0390}"
PF02254,LG+I+R4,0.0000,,"(0.1705,0.3509) (0.3174,0.6413) (0.1938,0.9751) (0.3183,1.7206)","LG+I{0.0000}+R4{0.1705,0.3509,0.3174,0.6413,0.1938,0.9751,0.3183,1.7206}"
PF02255,LG+I+G4,0.0088,1.0575,,LG+I{0.0088}+G4{1.0575}
PF02261,LG+I+G4,0.0671,0.8139,,LG+I{0.0671}+G4{0.8139}
PF02264,LG+F+I+R4,0.0176,,"(0.0378,0.0726) (0.1701,0.3932) (0.4928,0.8850) (0.2817,1.7544)","LG+F+I{0.0176}+R4{0.0378,0.0726,0.1701,0.3932,0.4928,0.8850,0.2817,1.7544}"
PF02272,LG+I+G4,0.0069,2.4352,,LG+I{0.0069}+G4{2.4352}
PF02277,LG+F+I+R4,0.0023,,"(0.1531,0.1170) (0.2524,0.4211) (0.2952,0.9434) (0.2970,2.0111)","LG+F+I{0.0023}+R4{0.1531,0.1170,0.2524,0.4211,0.2952,0.9434,0.2970,2.0111}"
PF02283,LG+F+I+R4,0.0321,,"(0.1576,0.0949) (0.2134,0.3914) (0.2339,0.8836) (0.3630,1.9142)","LG+F+I{0.0321}+R4{0.1576,0.0949,0.2134,0.3914,0.2339,0.8836,0.3630,1.9142}"
PF02300,LG+F+I+G4,0.0091,1.7335,,LG+F+I{0.0091}+G4{1.7335}
PF02302,LG+I+R4,0.0000,,"(0.0497,0.1037) (0.2119,0.4281) (0.3718,0.8551) (0.3667,1.5988)","LG+I{0.0000}+R4{0.0497,0.1037,0.2119,0.4281,0.3718,0.8551,0.3667,1.5988}"
PF02310,LG+I+R4,0.0000,,"(0.0417,0.1657) (0.3118,0.5402) (0.3662,0.9549) (0.2803,1.6945)","LG+I{0.0000}+R4{0.0417,0.1657,0.3118,0.5402,0.3662,0.9549,0.2803,1.6945}"
PF02311,LG+F+I+R4,0.0059,,"(0.0369,0.1987) (0.2134,0.4883) (0.3780,0.8451) (0.3658,1.5556)","LG+F+I{0.0059}+R4{0.0369,0.1987,0.2134,0.4883,0.3780,0.8451,0.3658,1.5556}"
PF02313,LG+F+I+G4,0.0498,2.0852,,LG+F+I{0.0498}+G4{2.0852}
PF02347,LG+I+G4,0.0653,1.2953,,LG+I{0.0653}+G4{1.2953}
PF02355,LG+F+I+G4,0.0057,1.5017,,LG+F+I{0.0057}+G4{1.5017}
PF02357,LG+I+R4,0.0000,,"(0.0445,0.1493) (0.2237,0.4925) (0.3736,0.8850) (0.3582,1.5426)","LG+I{0.0000}+R4{0.0445,0.1493,0.2237,0.4925,0.3736,0.8850,0.3582,1.5426}"
PF02367,LG+F+I+R4,0.0237,,"(0.0515,0.0543) (0.1527,0.3251) (0.2348,0.6427) (0.5373,1.4827)","LG+F+I{0.0237}+R4{0.0515,0.0543,0.1527,0.3251,0.2348,0.6427,0.5373,1.4827}"
PF02368,LG+I+G4,0.0000,2.2652,,LG+I{0.0000}+G4{2.2652}
PF02369,LG+I+R4,0.0073,,"(0.1467,0.2971) (0.3909,0.8071) (0.3935,1.2773) (0.0617,2.2424)","LG+I{0.0073}+R4{0.1467,0.2971,0.3909,0.8071,0.3935,1.2773,0.0617,2.2424}"
PF02397,LG+F+I+R4,0.0000,,"(0.1307,0.0624) (0.1809,0.3987) (0.2658,0.9142) (0.4226,1.6014)","LG+F+I{0.0000}+R4{0.1307,0.0624,0.1809,0.3987,0.2658,0.9142,0.4226,1.6014}"
PF02403,LG+F+I+R4,0.0000,,"(0.0406,0.0603) (0.2012,0.3398) (0.3313,0.8263) (0.4268,1.5356)","LG+F+I{0.0000}+R4{0.0406,0.0603,0.2012,0.3398,0.3313,0.8263,0.4268,1.5356}"
PF02421,LG+I+G4,0.0308,1.0686,,LG+I{0.0308}+G4{1.0686}
PF02441,LG+I+G4,0.0000,1.6066,,LG+I{0.0000}+G4{1.6066}
PF02446,LG+F+I+R4,0.0097,,"(0.0820,0.0854) (0.2106,0.3552) (0.2712,0.8122) (0.4265,1.6364)","LG+F+I{0.0097}+R4{0.0820,0.0854,0.2106,0.3552,0.2712,0.8122,0.4265,1.6364}"
PF02452,LG+I+G4,0.0000,1.9649,,LG+I{0.0000}+G4{1.9649}
PF02463,LG+F+I+R4,0.0081,,"(0.0468,0.0346) (0.1505,0.1294) (0.2569,0.3726) (0.5376,1.6427)","LG+F+I{0.0081}+R4{0.0468,0.0346,0.1505,0.1294,0.2569,0.3726,0.5376,1.6427}"
PF02470,LG+I+R4,0.0072,,"(0.0236,0.1079) (0.3357,0.4308) (0.2900,0.9846) (0.3435,1.6516)","LG+I{0.0072}+R4{0.0236,0.1079,0.3357,0.4308,0.2900,0.9846,0.3435,1.6516}"
PF02481,LG+I+G4,0.0485,1.4998,,LG+I{0.0485}+G4{1.4998}
PF02491,LG+I+G4,0.0000,1.7371,,LG+I{0.0000}+G4{1.7371}
PF02492,LG+I+R4,0.0113,,"(0.0749,0.0562) (0.1464,0.3005) (0.3359,0.6189) (0.4314,1.7244)","LG+I{0.0113}+R4{0.0749,0.0562,0.1464,0.3005,0.3359,0.6189,0.4314,1.7244}"
PF02501,LG+F+I+R4,0.0000,,"(0.0394,0.0643) (0.0660,0.3061) (0.4212,0.6988) (0.4734,1.4427)","LG+F+I{0.0000}+R4{0.0394,0.0643,0.0660,0.3061,0.4212,0.6988,0.4734,1.4427}"
PF02503,LG+I+R4,0.0000,,"(0.1666,0.1868) (0.3511,0.5079) (0.1739,1.0320) (0.3083,1.9817)","LG+I{0.0000}+R4{0.1666,0.1868,0.3511,0.5079,0.1739,1.0320,0.3083,1.9817}"
