pfam_id,model,I,alpha,rates,alisim_model
PF00586,LG+I+R4,0.0000,,"(0.1036,0.1642) (0.3657,0.4800) (0.2050,0.9003) (0.3257,1.9122)","LG+I{0.0000}+R4{0.1036,0.1642,0.3657,0.4800,0.2050,0.9003,0.3257,1.9122}"
PF00587,LG+I+G4,0.0212,3.9774,,LG+I{0.0212}+G4{3.9774}
PF00590,LG+I+R4,0.0037,,"(0.1341,0.2625) (0.2731,0.5805) (0.3203,1.0949) (0.2690,1.6942)","LG+I{0.0037}+R4{0.1341,0.2625,0.2731,0.5805,0.3203,1.0949,0.2690,1.6942}"
PF00591,LG+I+G4,0.0213,1.6359,,LG+I{0.0213}+G4{1.6359}
PF00596,LG+I+R4,0.0000,,"(0.0436,0.0786) (0.2278,0.4316) (0.3154,0.8186) (0.4131,1.5494)","LG+I{0.0000}+R4{0.0436,0.0786,0.2278,0.4316,0.3154,0.8186,0.4131,1.5494}"
PF00623,LG+I+G4,0.0038,0.6930,,LG+I{0.0038}+G4{0.6930}
PF00662,LG+I+R4,0.0000,,"(0.1232,0.1125) (0.2744,0.3780) (0.4769,1.2254) (0.1256,2.3738)","LG+I{0.0000}+R4{0.1232,0.1125,0.2744,0.3780,0.4769,1.2254,0.1256,2.3738}"
PF00670,LG+I+G4,0.1251,1.3162,,LG+I{0.1251}+G4{1.3162}
PF00672,LG+F+I+R4,0.0000,,"(0.0274,0.1149) (0.2289,0.4512) (0.3209,0.8372) (0.4228,1.4781)","LG+F+I{0.0000}+R4{0.0274,0.1149,0.2289,0.4512,0.3209,0.8372,0.4228,1.4781}"
PF00673,LG+I+G4,0.0034,1.3382,,LG+I{0.0034}+G4{1.3382}
PF00676,LG+I+G4,0.0202,2.0193,,LG+I{0.0202}+G4{2.0193}
PF00677,LG+I+R4,0.0155,,"(0.0964,0.0415) (0.2294,0.2639) (0.2525,0.8200) (0.4062,1.7933)","LG+I{0.0155}+R4{0.0964,0.0415,0.2294,0.2639,0.2525,0.8200,0.4062,1.7933}"
PF00679,LG+I+G4,0.0109,2.4270,,LG+I{0.0109}+G4{2.4270}
PF00682,LG+I+G4,0.0145,1.7357,,LG+I{0.0145}+G4{1.7357}
PF00684,LG+I+R4,0.0544,,"(0.0970,0.0404) (0.0729,0.4116) (0.3713,0.8300) (0.4044,1.6269)","LG+I{0.0544}+R4{0.0970,0.0404,0.0729,0.4116,0.3713,0.8300,0.4044,1.6269}"
PF00687,LG+F+I+R4,0.0000,,"(0.0728,0.2430) (0.2674,0.5298) (0.4096,0.9510) (0.2502,1.8028)","LG+F+I{0.0000}+R4{0.0728,0.2430,0.2674,0.5298,0.4096,0.9510,0.2502,1.8028}"
PF00690,LG+I+R4,0.0265,,"(0.0561,0.1315) (0.1407,0.3953) (0.3370,0.7494) (0.4398,1.5565)","LG+I{0.0265}+R4{0.0561,0.1315,0.1407,0.3953,0.3370,0.7494,0.4398,1.5565}"
PF00694,LG+I+G4,0.0537,1.4177,,LG+I{0.0537}+G4{1.4177}
PF00697,LG+I+G4,0.0300,1.5789,,LG+I{0.0300}+G4{1.5789}
PF00699,LG+I+R4,0.0247,,"(0.2611,0.0855) (0.2014,0.4115) (0.2163,1.0206) (0.2965,2.2733)","LG+I{0.0247}+R4{0.2611,0.0855,0.2014,0.4115,0.2163,1.0206,0.2965,2.2733}"
PF00701,LG+I+G4,0.0010,1.8286,,LG+I{0.0010}+G4{1.8286}
PF00702,LG+I+R4,0.0000,,"(0.0198,0.0479) (0.1412,0.2916) (0.2760,0.6898) (0.5630,1.3632)","LG+I{0.0000}+R4{0.0198,0.0479,0.1412,0.2916,0.2760,0.6898,0.5630,1.3632}"
PF00705,LG+I,0.0784,,,LG+I{0.0784}
PF00708,LG+I+R4,0.0000,,"(0.1266,0.0625) (0.1732,0.3551) (0.3345,0.9764) (0.3657,1.6515)","LG+I{0.0000}+R4{0.1266,0.0625,0.1732,0.3551,0.3345,0.9764,0.3657,1.6515}"
PF00709,LG+I+R4,0.0081,,"(0.1383,0.0504) (0.2110,0.3574) (0.2617,0.8437) (0.3809,1.8295)","LG+I{0.0081}+R4{0.1383,0.0504,0.2110,0.3574,0.2617,0.8437,0.3809,1.8295}"
PF00710,LG+I+R4,0.0008,,"(0.0933,0.0876) (0.2525,0.3923) (0.2891,0.8663) (0.3643,1.7631)","LG+I{0.0008}+R4{0.0933,0.0876,0.2525,0.3923,0.2891,0.8663,0.3643,1.7631}"
PF00719,LG+I+R4,0.0047,,"(0.1430,0.0999) (0.2898,0.4786) (0.3160,1.0105) (0.2465,2.1407)","LG+I{0.0047}+R4{0.1430,0.0999,0.2898,0.4786,0.3160,1.0105,0.2465,2.1407}"
PF00724,LG+I+G4,0.0057,1.6455,,LG+I{0.0057}+G4{1.6455}
PF00725,LG+I+G4,0.0087,1.7917,,LG+I{0.0087}+G4{1.7917}
PF00730,LG+I+G4,0.0000,2.2922,,LG+I{0.0000}+G4{2.2922}
PF00731,LG+I+R4,0.0118,,"(0.2697,0.0958) (0.2797,0.4765) (0.2004,1.2507) (0.2384,2.4757)","LG+I{0.0118}+R4{0.2697,0.0958,0.2797,0.4765,0.2004,1.2507,0.2384,2.4757}"
PF00732,LG+I+G4,0.0153,1.8554,,LG+I{0.0153}+G4{1.8554}
PF00733,LG+F+I+R4,0.0038,,"(0.0755,0.1093) (0.2073,0.3855) (0.2900,0.8065) (0.4234,1.6014)","LG+F+I{0.0038}+R4{0.0755,0.1093,0.2073,0.3855,0.2900,0.8065,0.4234,1.6014}"
PF00736,LG+I+G4,0.0000,2.6287,,LG+I{0.0000}+G4{2.6287}
PF00742,LG+I+R4,0.0058,,"(0.1017,0.0801) (0.2309,0.3741) (0.2217,0.8044) (0.4399,1.6530)","LG+I{0.0058}+R4{0.1017,0.0801,0.2309,0.3741,0.2217,0.8044,0.4399,1.6530}"
PF00745,LG+F+I+G4,0.0000,2.2979,,LG+F+I{0.0000}+G4{2.2979}
PF00749,LG+I+G4,0.0279,1.7638,,LG+I{0.0279}+G4{1.7638}
PF00750,LG+I+G4,0.0526,2.1719,,LG+I{0.0526}+G4{2.1719}
PF00753,LG+I+R4,0.0000,,"(0.0328,0.0315) (0.1591,0.3258) (0.3991,0.7791) (0.4091,1.5553)","LG+I{0.0000}+R4{0.0328,0.0315,0.1591,0.3258,0.3991,0.7791,0.4091,1.5553}"
PF00763,LG+I+R4,0.0047,,"(0.1615,0.1234) (0.2270,0.4296) (0.2452,0.9481) (0.3617,1.7973)","LG+I{0.0047}+R4{0.1615,0.1234,0.2270,0.4296,0.2452,0.9481,0.3617,1.7973}"
PF00764,LG+I+G4,0.0940,2.1188,,LG+I{0.0940}+G4{2.1188}
PF00766,LG+I+R4,0.0000,,"(0.2006,0.1271) (0.2302,0.4450) (0.3276,1.0723) (0.2415,2.1562)","LG+I{0.0000}+R4{0.2006,0.1271,0.2302,0.4450,0.3276,1.0723,0.2415,2.1562}"
PF00773,LG+I+R4,0.0028,,"(0.0932,0.1252) (0.1536,0.3499) (0.2754,0.7878) (0.4749,1.5109)","LG+I{0.0028}+R4{0.0932,0.1252,0.1536,0.3499,0.2754,0.7878,0.4749,1.5109}"
PF00775,LG+I+G4,0.0235,2.0033,,LG+I{0.0235}+G4{2.0033}
PF00808,LG+I+R2,0.0000,,"(0.4250,0.4633) (0.5750,1.3967)","LG+I{0.0000}+R2{0.4250,0.4633,0.5750,1.3967}"
PF00809,LG+I+G4,0.0243,1.5263,,LG+I{0.0243}+G4{1.5263}
PF00828,LG+F+I+R4,0.0000,,"(0.1027,0.1489) (0.2054,0.5335) (0.3877,1.0288) (0.3042,1.5655)","LG+F+I{0.0000}+R4{0.1027,0.1489,0.2054,0.5335,0.3877,1.0288,0.3042,1.5655}"
PF00848,LG+F+I+R3,0.0235,,"(0.0479,0.1319) (0.3082,0.6167) (0.6204,1.2953)","LG+F+I{0.0235}+R3{0.0479,0.1319,0.3082,0.6167,0.6204,1.2953}"
PF00850,LG+I+R4,0.0219,,"(0.0729,0.0944) (0.2552,0.4047) (0.2879,0.8696) (0.3622,1.7658)","LG+I{0.0219}+R4{0.0729,0.0944,0.2552,0.4047,0.2879,0.8696,0.3622,1.7658}"
PF00857,LG+I+R4,0.0043,,"(0.0574,0.1543) (0.2066,0.3993) (0.3484,0.7828) (0.3832,1.6594)","LG+I{0.0043}+R4{0.0574,0.1543,0.2066,0.3993,0.3484,0.7828,0.3832,1.6594}"
PF00875,LG+F+I+R4,0.0054,,"(0.0846,0.1836) (0.2287,0.5180) (0.4396,0.9617) (0.2417,1.8336)","LG+F+I{0.0054}+R4{0.0846,0.1836,0.2287,0.5180,0.4396,0.9617,0.2417,1.8336}"
PF00881,LG+I+R4,0.0000,,"(0.0595,0.1408) (0.2138,0.3747) (0.3706,0.7366) (0.3561,1.7930)","LG+I{0.0000}+R4{0.0595,0.1408,0.2138,0.3747,0.3706,0.7366,0.3561,1.7930}"
PF00885,LG+I+R4,0.0000,,"(0.1347,0.1420) (0.3160,0.4926) (0.2743,1.0249) (0.2750,1.9782)","LG+I{0.0000}+R4{0.1347,0.1420,0.3160,0.4926,0.2743,1.0249,0.2750,1.9782}"
PF00892,LG+F+I+G4,0.0000,3.2403,,LG+F+I{0.0000}+G4{3.2403}
PF00899,LG+I+R4,0.0056,,"(0.0647,0.0621) (0.2880,0.1728) (0.3778,0.4920) (0.2638,2.8817)","LG+I{0.0056}+R4{0.0647,0.0621,0.2880,0.1728,0.3778,0.4920,0.2638,2.8817}"
PF00903,LG+F+I+R4,0.0000,,"(0.0602,0.2193) (0.1954,0.4941) (0.3620,0.8637) (0.3824,1.5104)","LG+F+I{0.0000}+R4{0.0602,0.2193,0.1954,0.4941,0.3620,0.8637,0.3824,1.5104}"
PF00908,LG+I+R4,0.0087,,"(0.1358,0.0620) (0.2031,0.3404) (0.2986,0.8860) (0.3539,1.8589)","LG+I{0.0087}+R4{0.1358,0.0620,0.2031,0.3404,0.2986,0.8860,0.3539,1.8589}"
PF00920,LG+I+R4,0.0245,,"(0.1193,0.0923) (0.2918,0.4260) (0.2730,0.8989) (0.2914,2.1252)","LG+I{0.0245}+R4{0.1193,0.0923,0.2918,0.4260,0.2730,0.8989,0.2914,2.1252}"
PF00924,LG+I+G4,0.0135,2.0690,,LG+I{0.0135}+G4{2.0690}
PF00932,LG+F+I+R4,0.0000,,"(0.0113,0.0488) (0.1153,0.3560) (0.3847,0.7420) (0.4887,1.3770)","LG+F+I{0.0000}+R4{0.0113,0.0488,0.1153,0.3560,0.3847,0.7420,0.4887,1.3770}"
PF00933,LG+I+G4,0.0094,1.7658,,LG+I{0.0094}+G4{1.7658}
PF00941,LG+I+R4,0.0078,,"(0.0749,0.1456) (0.3346,0.4583) (0.2860,0.9885) (0.2967,1.8637)","LG+I{0.0078}+R4{0.0749,0.1456,0.3346,0.4583,0.2860,0.9885,0.2967,1.8637}"
PF00958,LG+I+G4,0.0634,0.9087,,LG+I{0.0634}+G4{0.9087}
PF00970,LG+I+G4,0.0000,1.3772,,LG+I{0.0000}+G4{1.3772}
PF00984,LG+I+G4,0.0000,0.9767,,LG+I{0.0000}+G4{0.9767}
PF00988,LG+I+R4,0.0061,,"(0.1441,0.0492) (0.2128,0.3204) (0.2808,0.7263) (0.3562,2.0237)","LG+I{0.0061}+R4{0.1441,0.0492,0.2128,0.3204,0.2808,0.7263,0.3562,2.0237}"
PF00989,LG+I+G4,0.0000,3.0907,,LG+I{0.0000}+G4{3.0907}
PF00994,LG+I+R4,0.0000,,"(0.0628,0.1100) (0.1806,0.4022) (0.3664,0.8062) (0.3902,1.6018)","LG+I{0.0000}+R4{0.0628,0.1100,0.1806,0.4022,0.3664,0.8062,0.3902,1.6018}"
PF00999,LG+F+I+R4,0.0000,,"(0.0776,0.1954) (0.2347,0.4493) (0.3649,0.9156) (0.3228,1.6892)","LG+F+I{0.0000}+R4{0.0776,0.1954,0.2347,0.4493,0.3649,0.9156,0.3228,1.6892}"
PF01000,LG+I+G4,0.0047,2.1116,,LG+I{0.0047}+G4{2.1116}
PF01012,LG+I+R4,0.0000,,"(0.0754,0.3072) (0.2863,0.5832) (0.3050,0.9615) (0.3332,1.5502)","LG+I{0.0000}+R4{0.0754,0.3072,0.2863,0.5832,0.3050,0.9615,0.3332,1.5502}"
PF01014,LG+I+R4,0.0000,,"(0.0803,0.1573) (0.3307,0.4475) (0.2993,0.9324) (0.2897,1.9343)","LG+I{0.0000}+R4{0.0803,0.1573,0.3307,0.4475,0.2993,0.9324,0.2897,1.9343}"
PF01020,JTT+R2,,,"(0.8253,0.5734) (0.1747,3.0148)","JTT+R2{0.8253,0.5734,0.1747,3.0148}"
PF01022,LG+I+G4,0.0000,1.7965,,LG+I{0.0000}+G4{1.7965}
PF01026,LG+I+R4,0.0086,,"(0.0551,0.0808) (0.2112,0.4331) (0.3110,0.8469) (0.4140,1.5474)","LG+I{0.0086}+R4{0.0551,0.0808,0.2112,0.4331,0.3110,0.8469,0.4140,1.5474}"
PF01035,LG+I+R4,0.0000,,"(0.1675,0.1098) (0.2252,0.4665) (0.2829,1.0599) (0.3244,1.7777)","LG+I{0.0000}+R4{0.1675,0.1098,0.2252,0.4665,0.2829,1.0599,0.3244,1.7777}"
PF01037,LG+I+R4,0.0000,,"(0.0576,0.2209) (0.2582,0.4860) (0.2738,0.7955) (0.4103,1.5693)","LG+I{0.0000}+R4{0.0576,0.2209,0.2582,0.4860,0.2738,0.7955,0.4103,1.5693}"
PF01041,LG+I+G4,0.0089,1.7487,,LG+I{0.0089}+G4{1.7487}
PF01042,LG+I+G4,0.0102,1.9404,,LG+I{0.0102}+G4{1.9404}
PF01048,LG+I+R4,0.0000,,"(0.0457,0.1622) (0.2514,0.4417) (0.2721,0.8489) (0.4309,1.5099)","LG+I{0.0000}+R4{0.0457,0.1622,0.2514,0.4417,0.2721,0.8489,0.4309,1.5099}"
PF01053,LG+I+R4,0.0095,,"(0.1117,0.0912) (0.2846,0.5008) (0.4247,1.1329) (0.1694,2.1613)","LG+I{0.0095}+R4{0.1117,0.0912,0.2846,0.5008,0.4247,1.1329,0.1694,2.1613}"
PF01058,LG+I+R4,0.0132,,"(0.0760,0.1894) (0.2383,0.5480) (0.3373,0.9406) (0.3351,1.6046)","LG+I{0.0132}+R4{0.0760,0.1894,0.2383,0.5480,0.3373,0.9406,0.3351,1.6046}"
PF01061,LG+F+I+R4,0.0000,,"(0.1046,0.3922) (0.3822,0.7223) (0.2938,1.0498) (0.2194,1.7065)","LG+F+I{0.0000}+R4{0.1046,0.3922,0.3822,0.7223,0.2938,1.0498,0.2194,1.7065}"
PF01063,LG+I+R4,0.0000,,"(0.0916,0.1661) (0.2854,0.5268) (0.2748,0.9413) (0.3482,1.6535)","LG+I{0.0000}+R4{0.0916,0.1661,0.2854,0.5268,0.2748,0.9413,0.3482,1.6535}"
PF01068,LG+I+R4,0.0163,,"(0.0858,0.0544) (0.1332,0.3461) (0.4492,0.8455) (0.3155,1.8045)","LG+I{0.0163}+R4{0.0858,0.0544,0.1332,0.3461,0.4492,0.8455,0.3155,1.8045}"
PF01071,LG+I+G4,0.0417,1.1490,,LG+I{0.0417}+G4{1.1490}
PF01078,LG+I+G4,0.0494,0.9186,,LG+I{0.0494}+G4{0.9186}
PF01081,LG+I,0.0672,,,LG+I{0.0672}
PF01096,LG+I+R3,0.0584,,"(0.1044,0.0464) (0.2999,0.4939) (0.5373,1.5764)","LG+I{0.0584}+R3{0.1044,0.0464,0.2999,0.4939,0.5373,1.5764}"
PF01112,LG+I+G4,0.0272,1.0729,,LG+I{0.0272}+G4{1.0729}
PF01113,LG+I+R4,0.0160,,"(0.0715,0.0624) (0.1688,0.3507) (0.3520,0.7606) (0.3917,1.7069)","LG+I{0.0160}+R4{0.0715,0.0624,0.1688,0.3507,0.3520,0.7606,0.3917,1.7069}"
PF01116,LG+F+I+R4,0.0096,,"(0.0866,0.0890) (0.2266,0.3954) (0.3190,0.8536) (0.3582,1.7600)","LG+F+I{0.0096}+R4{0.0866,0.0890,0.2266,0.3954,0.3190,0.8536,0.3582,1.7600}"
PF01118,LG+I+R4,0.0059,,"(0.0968,0.1311) (0.2458,0.3617) (0.2797,0.9209) (0.3719,1.7233)","LG+I{0.0059}+R4{0.0968,0.1311,0.2458,0.3617,0.2797,0.9209,0.3719,1.7233}"
PF01137,LG+I+R4,0.0047,,"(0.0952,0.1266) (0.2952,0.4907) (0.2907,0.9798) (0.3143,1.7767)","LG+I{0.0047}+R4{0.0952,0.1266,0.2952,0.4907,0.2907,0.9798,0.3143,1.7767}"
PF01145,LG+F+I+G4,0.0000,3.4268,,LG+F+I{0.0000}+G4{3.4268}
PF01152,LG+I+G4,0.0170,2.0651,,LG+I{0.0170}+G4{2.0651}
PF01154,LG+I,0.2592,,,LG+I{0.2592}
PF01161,LG+I+R4,0.0000,,"(0.0204,0.0322) (0.2088,0.3475) (0.3459,0.7629) (0.4249,1.5600)","LG+I{0.0000}+R4{0.0204,0.0322,0.2088,0.3475,0.3459,0.7629,0.4249,1.5600}"
PF01163,LG+I+G4,0.0392,1.3805,,LG+I{0.0392}+G4{1.3805}
PF01170,LG+I+G4,0.0009,1.4739,,LG+I{0.0009}+G4{1.4739}
PF01172,LG+I+R4,0.0000,,"(0.0515,0.0888) (0.4072,0.5539) (0.4213,1.2102) (0.1200,2.1665)","LG+I{0.0000}+R4{0.0515,0.0888,0.4072,0.5539,0.4213,1.2102,0.1200,2.1665}"
PF01174,LG+I,0.1700,,,LG+I{0.1700}
PF01175,LG+I+G4,0.0432,0.9298,,LG+I{0.0432}+G4{0.9298}
PF01176,LG+I+G4,0.0000,1.9551,,LG+I{0.0000}+G4{1.9551}
PF01180,LG+I+G4,0.0226,1.4382,,LG+I{0.0226}+G4{1.4382}
PF01189,LG+I+G4,0.0208,1.2640,,LG+I{0.0208}+G4{1.2640}
PF01191,LG+I+G4,0.0111,1.4107,,LG+I{0.0111}+G4{1.4107}
PF01193,LG+F+I+R4,0.0000,,"(0.1572,0.1664) (0.1990,0.4270) (0.3846,1.0064) (0.2592,1.9362)","LG+F+I{0.0000}+R4{0.1572,0.1664,0.1990,0.4270,0.3846,1.0064,0.2592,1.9362}"
PF01194,LG+I+G4,0.0140,0.9539,,LG+I{0.0140}+G4{0.9539}
PF01206,LG+I+R4,0.0000,,"(0.0675,0.1440) (0.2768,0.4964) (0.2982,0.8751) (0.3575,1.6556)","LG+I{0.0000}+R4{0.0675,0.1440,0.2768,0.4964,0.2982,0.8751,0.3575,1.6556}"
PF01207,LG+I+G4,0.0254,1.6148,,LG+I{0.0254}+G4{1.6148}
PF01212,LG+F+I+R4,0.0009,,"(0.1075,0.0971) (0.2959,0.4760) (0.3945,1.0635) (0.2012,2.1330)","LG+F+I{0.0009}+R4{0.1075,0.0971,0.2959,0.4760,0.3945,1.0635,0.2012,2.1330}"
PF01230,LG+I+G4,0.0174,2.5394,,LG+I{0.0174}+G4{2.5394}
PF01242,LG+I+R4,0.0046,,"(0.0474,0.0530) (0.1535,0.2665) (0.3213,0.6905) (0.4731,1.5529)","LG+I{0.0046}+R4{0.0474,0.0530,0.1535,0.2665,0.3213,0.6905,0.4731,1.5529}"
PF01243,LG+I+G4,0.0000,3.2897,,LG+I{0.0000}+G4{3.2897}
PF01246,LG+I+G4,0.0062,1.3806,,LG+I{0.0062}+G4{1.3806}
PF01248,LG+I+G4,0.0095,4.7742,,LG+I{0.0095}+G4{4.7742}
PF01253,LG+I+R4,0.0000,,"(0.0895,0.1651) (0.2590,0.4948) (0.2865,0.9175) (0.3650,1.6280)","LG+I{0.0000}+R4{0.0895,0.1651,0.2590,0.4948,0.2865,0.9175,0.3650,1.6280}"
PF01256,LG+I+G4,0.0317,2.1636,,LG+I{0.0317}+G4{2.1636}
PF01259,LG+I+R4,0.0305,,"(0.1281,0.0667) (0.2850,0.4372) (0.2584,1.0221) (0.2980,2.0229)","LG+I{0.0305}+R4{0.1281,0.0667,0.2850,0.4372,0.2584,1.0221,0.2980,2.0229}"
PF01261,LG+F+I+R4,0.0000,,"(0.0206,0.1167) (0.1830,0.4492) (0.3509,0.8177) (0.4456,1.4106)","LG+F+I{0.0000}+R4{0.0206,0.1167,0.1830,0.4492,0.3509,0.8177,0.4456,1.4106}"
PF01266,LG+F+I+R4,0.0010,,"(0.0564,0.2349) (0.1743,0.4846) (0.2930,0.8462) (0.4753,1.3767)","LG+F+I{0.0010}+R4{0.0564,0.2349,0.1743,0.4846,0.2930,0.8462,0.4753,1.3767}"
PF01269,LG+I+G4,0.0886,1.4051,,LG+I{0.0886}+G4{1.4051}
PF01280,LG+I+G4,0.0000,1.8229,,LG+I{0.0000}+G4{1.8229}
PF01300,LG+I+R4,0.0000,,"(0.0717,0.0767) (0.2777,0.4127) (0.3312,0.8844) (0.3194,1.8377)","LG+I{0.0000}+R4{0.0717,0.0767,0.2777,0.4127,0.3312,0.8844,0.3194,1.8377}"
PF01314,LG+F+I+R4,0.0038,,"(0.1151,0.1874) (0.2078,0.5076) (0.3374,0.9911) (0.3360,1.6031)","LG+F+I{0.0038}+R4{0.1151,0.1874,0.2078,0.5076,0.3374,0.9911,0.3360,1.6031}"
PF01315,LG+I+G4,0.0238,1.6554,,LG+I{0.0238}+G4{1.6554}
PF01321,LG+I+R4,0.0000,,"(0.0642,0.1730) (0.1875,0.4763) (0.3373,0.8027) (0.4111,1.5299)","LG+I{0.0000}+R4{0.0642,0.1730,0.1875,0.4763,0.3373,0.8027,0.4111,1.5299}"
PF01323,LG+I+R3,0.0000,,"(0.0338,0.0833) (0.4299,0.5800) (0.5363,1.3943)","LG+I{0.0000}+R3{0.0338,0.0833,0.4299,0.5800,0.5363,1.3943}"
PF01325,LG+I+G4,0.0000,2.1701,,LG+I{0.0000}+G4{2.1701}
PF01329,LG+I+R4,0.0155,,"(0.1323,0.1712) (0.2974,0.4904) (0.2435,1.0457) (0.3114,1.8527)","LG+I{0.0155}+R4{0.1323,0.1712,0.2974,0.4904,0.2435,1.0457,0.3114,1.8527}"
PF01336,LG+I+G4,0.0000,3.0924,,LG+I{0.0000}+G4{3.0924}
PF01339,LG+I+R4,0.0000,,"(0.1045,0.1200) (0.2846,0.4368) (0.2684,0.8805) (0.3426,1.8299)","LG+I{0.0000}+R4{0.1045,0.1200,0.2846,0.4368,0.2684,0.8805,0.3426,1.8299}"
PF01345,LG+I+R4,0.0000,,"(0.0772,0.1732) (0.2165,0.5160) (0.3948,0.9425) (0.3115,1.6141)","LG+I{0.0000}+R4{0.0772,0.1732,0.2165,0.5160,0.3948,0.9425,0.3115,1.6141}"
PF01351,LG+I+G4,0.0436,1.3010,,LG+I{0.0436}+G4{1.3010}
PF01355,LG+I+G4,0.0830,3.7153,,LG+I{0.0830}+G4{3.7153}
PF01361,LG+I+G4,0.0070,4.6406,,LG+I{0.0070}+G4{4.6406}
PF01368,LG+I+R4,0.0018,,"(0.0507,0.1014) (0.1390,0.3271) (0.3152,0.7223) (0.4932,1.4633)","LG+I{0.0018}+R4{0.0507,0.1014,0.1390,0.3271,0.3152,0.7223,0.4932,1.4633}"
PF01379,LG+I+R4,0.0026,,"(0.0964,0.0388) (0.2176,0.3289) (0.2516,0.7686) (0.4318,1.6937)","LG+I{0.0026}+R4{0.0964,0.0388,0.2176,0.3289,0.2516,0.7686,0.4318,1.6937}"
PF01380,LG+I+G4,0.0000,4.9892,,LG+I{0.0000}+G4{4.9892}
PF01381,LG+I+G4,0.0000,1.9179,,LG+I{0.0000}+G4{1.9179}
PF01396,LG+I+G4,0.1171,2.9001,,LG+I{0.1171}+G4{2.9001}
PF01402,LG+I+G4,0.0000,3.4338,,LG+I{0.0000}+G4{3.4338}
PF01406,LG+I+G4,0.1006,1.3250,,LG+I{0.1006}+G4{1.3250}
PF01408,LG+I+R3,0.0064,,"(0.0464,0.1146) (0.4446,0.6145) (0.5026,1.4356)","LG+I{0.0064}+R3{0.0464,0.1146,0.4446,0.6145,0.5026,1.4356}"
PF01409,LG+I+G4,0.0136,1.2685,,LG+I{0.0136}+G4{1.2685}
PF01416,LG+I+R4,0.0056,,"(0.0984,0.1113) (0.2351,0.3580) (0.2869,0.8008) (0.3740,1.8052)","LG+I{0.0056}+R4{0.0984,0.1113,0.2351,0.3580,0.2869,0.8008,0.3740,1.8052}"
PF01420,LG+F+I+R3,0.0000,,"(0.0277,0.1500) (0.4875,0.6368) (0.4848,1.4138)","LG+F+I{0.0000}+R3{0.0277,0.1500,0.4875,0.6368,0.4848,1.4138}"
PF01423,LG+I+G4,0.0000,1.2487,,LG+I{0.0000}+G4{1.2487}
PF01425,LG+I+R4,0.0086,,"(0.0500,0.1090) (0.2075,0.3204) (0.3510,0.8322) (0.3829,1.6608)","LG+I{0.0086}+R4{0.0500,0.1090,0.2075,0.3204,0.3510,0.8322,0.3829,1.6608}"
PF01428,LG+I+R4,0.0380,,"(0.0903,0.0127) (0.1981,0.5014) (0.4498,1.0738) (0.2238,1.8611)","LG+I{0.0380}+R4{0.0903,0.0127,0.1981,0.5014,0.4498,1.0738,0.2238,1.8611}"
PF01435,LG+I+R3,0.0203,,"(0.0621,0.0869) (0.2431,0.5124) (0.6744,1.2900)","LG+I{0.0203}+R3{0.0621,0.0869,0.2431,0.5124,0.6744,1.2900}"
PF01450,LG+I+G4,0.0250,0.9140,,LG+I{0.0250}+G4{0.9140}
PF01451,LG+I+G4,0.0300,2.2056,,LG+I{0.0300}+G4{2.2056}
PF01458,LG+F+I+R4,0.0039,,"(0.1620,0.2093) (0.2054,0.4850) (0.3570,0.9788) (0.2717,1.9028)","LG+F+I{0.0039}+R4{0.1620,0.2093,0.2054,0.4850,0.3570,0.9788,0.2717,1.9028}"
PF01467,LG+I+R4,0.0000,,"(0.0425,0.0580) (0.1035,0.2960) (0.2303,0.6445) (0.6237,1.3123)","LG+I{0.0000}+R4{0.0425,0.0580,0.1035,0.2960,0.2303,0.6445,0.6237,1.3123}"
PF01479,LG+I+G4,0.0000,2.1232,,LG+I{0.0000}+G4{2.1232}
PF01487,LG+I+R4,0.0000,,"(0.1473,0.1521) (0.2933,0.5236) (0.2738,1.0505) (0.2856,1.8781)","LG+I{0.0000}+R4{0.1473,0.1521,0.2933,0.5236,0.2738,1.0505,0.2856,1.8781}"
PF01497,LG+I+G4,0.0033,2.6664,,LG+I{0.0033}+G4{2.6664}
PF01507,LG+I+G4,0.0129,1.7543,,LG+I{0.0129}+G4{1.7543}
PF01509,LG+I+R4,0.0204,,"(0.1376,0.0844) (0.1897,0.3776) (0.3287,0.9622) (0.3235,1.8557)","LG+I{0.0204}+R4{0.1376,0.0844,0.1897,0.3776,0.3287,0.9622,0.3235,1.8557}"
PF01512,LG+I+R4,0.0064,,"(0.1021,0.1238) (0.3188,0.4963) (0.2778,1.0045) (0.2948,1.8655)","LG+I{0.0064}+R4{0.1021,0.1238,0.3188,0.4963,0.2778,1.0045,0.2948,1.8655}"
PF01513,LG+I+G4,0.0110,1.7568,,LG+I{0.0110}+G4{1.7568}
PF01521,LG+I+R4,0.0000,,"(0.0669,0.1749) (0.3657,0.5071) (0.2645,1.0230) (0.3030,1.7570)","LG+I{0.0000}+R4{0.0669,0.1749,0.3657,0.5071,0.2645,1.0230,0.3030,1.7570}"
PF01541,LG+I+R2,0.0192,,"(0.1389,0.2341) (0.8420,1.1491)","LG+I{0.0192}+R2{0.1389,0.2341,0.8420,1.1491}"
PF01548,LG+I+G4,0.0171,1.4591,,LG+I{0.0171}+G4{1.4591}
PF01555,LG+F+I+R4,0.0021,,"(0.0434,0.0993) (0.0899,0.2738) (0.2751,0.5971) (0.5895,1.3687)","LG+F+I{0.0021}+R4{0.0434,0.0993,0.0899,0.2738,0.2751,0.5971,0.5895,1.3687}"
