alignment	total_gaps	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100
OG0001787	608	0.03947368	0.03947368	0.04605263	0.05263158	0.03453947	0.03947368	0.05263158	0.04605263	0.04440789	0.04440789	0.03453947	0.03453947	0.04605263	0.03453947	0.03453947	0.04111842	0.04605263	0.04605263	0.04440789	0.03453947	0.00493421	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01315789	0.03289474	0.01315789	0.00986842	0.00000000	0.01315789	0.00000000	0.00000000	0.00657895	0.00000000	0.00000000	0.00000000	0.00657895	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00986842	0.02302632	0.00328947	0.00822368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00657895	0.00000000	0.00000000	0.00493421	0.00822368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
OG0009076	314	0.08280255	0.00636943	0.00000000	0.01910828	0.01273885	0.05732484	0.11464968	0.02866242	0.05732484	0.06369427	0.02547771	0.00000000	0.00636943	0.01910828	0.05095541	0.10509554	0.02229299	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02229299	0.00000000	0.08598726	0.10509554	0.05732484	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00318471	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02866242	0.02547771
OG0011769	825	0.04363636	0.04363636	0.03636364	0.04363636	0.03636364	0.04363636	0.04484848	0.03393939	0.02303030	0.00606061	0.00969697	0.00606061	0.00727273	0.00121212	0.00606061	0.00848485	0.00000000	0.00000000	0.00000000	0.00727273	0.00000000	0.01333333	0.00000000	0.00000000	0.00000000	0.00000000	0.00242424	0.00242424	0.00000000	0.00000000	0.00000000	0.00000000	0.00484848	0.00242424	0.00000000	0.00000000	0.03151515	0.00000000	0.00000000	0.00000000	0.00121212	0.00000000	0.01454545	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00727273	0.01696970	0.02060606	0.00727273	0.01333333	0.00848485	0.00727273	0.00606061	0.02181818	0.01090909	0.01454545	0.01333333	0.00727273	0.00242424	0.00000000	0.02545455	0.03030303	0.01818182	0.00606061	0.00727273	0.00000000	0.00484848	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00848485	0.03151515	0.00484848	0.00000000	0.00727273	0.00606061	0.01575758	0.00727273	0.00848485	0.00727273	0.00606061	0.04484848	0.04242424	0.04727273	0.03878788
OG0004904	8546	0.04060379	0.02106249	0.01123333	0.00409548	0.00234028	0.00245729	0.00234028	0.00023403	0.00000000	0.00000000	0.00000000	0.00000000	0.00187222	0.00339340	0.00339340	0.00456354	0.01404166	0.00245729	0.00234028	0.00234028	0.01673297	0.00702083	0.01684999	0.00936110	0.00468055	0.00655277	0.00374444	0.03744442	0.00421250	0.00234028	0.00421250	0.00386146	0.00234028	0.00444652	0.00315937	0.00468055	0.00678680	0.00479757	0.00304236	0.00304236	0.00339340	0.00421250	0.00339340	0.00936110	0.00234028	0.01649895	0.00468055	0.00234028	0.00245729	0.00596770	0.02574304	0.00631875	0.03545518	0.03065762	0.03007255	0.01064826	0.00666979	0.00245729	0.00234028	0.00245729	0.00245729	0.00234028	0.00947812	0.00397847	0.00315937	0.01802013	0.00374444	0.00666979	0.00631875	0.00503159	0.01404166	0.00713784	0.00596770	0.00959513	0.01392464	0.00234028	0.00702083	0.03288088	0.00479757	0.01614791	0.00245729	0.01404166	0.00245729	0.00456354	0.00596770	0.01158437	0.00737187	0.00397847	0.01123333	0.04235900	0.04563538	0.04856073	0.02281769	0.01450971	0.00655277	0.01766908	0.01591388	0.00737187	0.03311491	0.03124269
OG0017527	694	0.09077810	0.07780980	0.07780980	0.07780980	0.09077810	0.07780980	0.00864553	0.00864553	0.00144092	0.00144092	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01152738	0.02881844	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00288184	0.00000000	0.00000000	0.00000000	0.01440922	0.03890490	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07780980	0.07780980	0.07780980	0.07780980	0.02593660	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00144092	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02017291	0.00000000	0.00000000	0.00000000	0.00000000	0.00576369	0.00864553	0.00864553	0.00864553
OG0006485	119	0.05042017	0.07563025	0.00000000	0.00840336	0.00840336	0.00000000	0.05042017	0.05042017	0.02521008	0.02521008	0.00840336	0.00000000	0.00000000	0.07563025	0.07563025	0.07563025	0.05042017	0.05042017	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02521008	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00840336	0.02521008	0.01680672	0.00000000	0.00000000	0.00000000	0.00000000	0.02521008	0.00000000	0.00000000	0.00000000	0.00000000	0.02521008	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00840336	0.00840336	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07563025	0.05042017	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05042017	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00840336	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00840336	0.03361345
OG0009108	129	0.12403101	0.09302326	0.12403101	0.09302326	0.12403101	0.09302326	0.12403101	0.09302326	0.06201550	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02325581	0.04651163
OG0006942	128	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03125000	0.04687500	0.03125000	0.04687500	0.03125000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03125000	0.04687500	0.01562500	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01562500	0.00000000	0.00000000	0.01562500	0.01562500	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00781250	0.02343750	0.03125000	0.04687500	0.03125000	0.04687500	0.03125000	0.04687500	0.03125000	0.04687500	0.03125000	0.03125000	0.04687500	0.03125000	0.04687500	0.03125000	0.04687500	0.03125000	0.03125000
OG0003245	2206	0.02719855	0.00861287	0.00725295	0.00498640	0.00543971	0.00453309	0.00453309	0.00589302	0.01495920	0.00453309	0.00453309	0.00498640	0.00543971	0.00453309	0.00045331	0.01495920	0.00000000	0.00181324	0.02266546	0.02674524	0.01450589	0.03717135	0.02810517	0.00906618	0.00000000	0.03173164	0.00679964	0.01223935	0.00000000	0.00815956	0.02221215	0.00997280	0.03082502	0.01677244	0.01631913	0.00951949	0.03037171	0.01178604	0.00181324	0.03309157	0.01314597	0.00453309	0.01223935	0.00498640	0.01042611	0.00000000	0.02538531	0.01178604	0.00000000	0.00770626	0.02493200	0.00317316	0.01677244	0.02493200	0.04533092	0.04533092	0.01858568	0.00679964	0.03309157	0.02130553	0.00951949	0.00317316	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00271985	0.00498640	0.00453309	0.00453309	0.00453309	0.00498640	0.00453309	0.00453309	0.00498640	0.00453309	0.00453309	0.00453309	0.00498640	0.00453309	0.00453309	0.00453309	0.00498640	0.00453309	0.00453309	0.00634633	0.00815956	0.00453309	0.00453309	0.00453309	0.00498640	0.00453309	0.00453309	0.00453309	0.00498640	0.00453309	0.00453309	0.00498640
OG0017177	5730	0.03368237	0.03298429	0.03350785	0.03123909	0.03071553	0.02146597	0.03699825	0.03979058	0.03996510	0.03979058	0.01623037	0.00994764	0.01029668	0.01343805	0.00418848	0.00366492	0.00226876	0.00244328	0.00209424	0.00209424	0.00209424	0.00855148	0.00209424	0.00209424	0.00209424	0.01465969	0.00541012	0.00209424	0.00209424	0.01151832	0.02739965	0.03979058	0.03979058	0.03664921	0.00226876	0.00209424	0.00209424	0.00523560	0.00837696	0.00226876	0.00209424	0.00209424	0.00209424	0.00226876	0.00209424	0.01151832	0.00209424	0.02111693	0.00209424	0.00837696	0.00209424	0.00837696	0.00261780	0.00209424	0.00226876	0.02652705	0.00226876	0.00122164	0.00000000	0.00994764	0.01657941	0.00000000	0.00000000	0.00000000	0.00000000	0.02024433	0.00034904	0.00000000	0.00000000	0.01657941	0.01989529	0.00279232	0.00000000	0.00349040	0.01623037	0.00436300	0.00017452	0.00000000	0.00000000	0.00471204	0.00000000	0.00994764	0.00017452	0.00000000	0.00418848	0.00226876	0.00541012	0.02268761	0.00383944	0.00488656	0.00244328	0.00226876	0.00209424	0.00837696	0.00209424	0.00558464	0.01047120	0.00628272	0.02862129	0.03420593
OG0008957	897	0.02452620	0.03678930	0.03678930	0.03678930	0.02452620	0.03678930	0.03678930	0.03678930	0.03678930	0.02452620	0.03678930	0.03678930	0.03678930	0.03678930	0.02452620	0.03678930	0.03678930	0.03678930	0.01226310	0.00000000	0.02229654	0.03344482	0.03678930	0.02452620	0.03678930	0.03678930	0.02341137	0.00000000	0.02452620	0.03678930	0.01226310	0.00000000	0.00000000	0.00000000	0.01226310	0.01226310	0.00000000	0.00000000	0.00222965	0.00000000	0.00000000	0.00000000	0.00000000	0.01114827	0.00000000	0.00000000	0.00000000	0.00000000	0.00445931	0.01560758	0.00222965	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00111483	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00111483	0.00000000	0.00000000	0.00111483	0.00891862	0.00222965	0.00334448	0.00334448	0.00334448	0.00222965
OG0009894	296	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00337838	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02364865	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01351351	0.00000000	0.00000000	0.00000000	0.00337838	0.00000000	0.00000000	0.00000000	0.00000000	0.00675676	0.00000000	0.00675676	0.02027027	0.06756757	0.03378378	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02364865	0.00000000	0.01013514	0.00000000	0.02702703	0.00000000	0.00337838	0.00675676	0.00000000	0.01351351	0.02364865	0.01351351	0.00000000	0.01013514	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04391892	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.06081081	0.08783784	0.10135135	0.09121622	0.10135135	0.10135135	0.10135135
OG0017149	13686	0.02345463	0.02192021	0.02075113	0.01249452	0.01739003	0.02177408	0.01212918	0.02192021	0.01329826	0.02192021	0.02411223	0.00350723	0.00073067	0.00489551	0.02155487	0.01293292	0.00014613	0.00087681	0.00036534	0.00043840	0.00029227	0.00226509	0.00350723	0.00014613	0.00000000	0.01972819	0.01534415	0.00014613	0.00000000	0.00621073	0.00423791	0.00000000	0.00226509	0.01760924	0.00073067	0.00708753	0.00219202	0.00000000	0.00007307	0.00569925	0.00372644	0.00657606	0.00664913	0.01059477	0.02192021	0.01753617	0.01534415	0.01687856	0.00387257	0.00321496	0.01863218	0.01687856	0.01220225	0.02330849	0.01074090	0.01592869	0.00774514	0.00000000	0.00664913	0.02155487	0.00591846	0.01315213	0.02155487	0.02316236	0.00986409	0.00847581	0.00000000	0.00219202	0.00000000	0.00007307	0.00007307	0.00000000	0.00219202	0.00000000	0.00007307	0.00007307	0.00000000	0.00000000	0.00007307	0.00000000	0.00000000	0.00000000	0.00036534	0.00007307	0.01410200	0.02148181	0.02301622	0.02192021	0.02192021	0.02192021	0.02411223	0.02192021	0.01724390	0.02294315	0.02192021	0.01804764	0.01527108	0.02053193	0.02133567	0.02089727
OG0008864	13	0.84615385	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07692308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07692308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
OG0009278	1055	0.04549763	0.03981043	0.03981043	0.03981043	0.04549763	0.03981043	0.03981043	0.03981043	0.04549763	0.03981043	0.03981043	0.03981043	0.03981043	0.04549763	0.03981043	0.03981043	0.03981043	0.04549763	0.03981043	0.01706161	0.00000000	0.00000000	0.00000000	0.01137441	0.00000000	0.00000000	0.00568720	0.00663507	0.01611374	0.00189573	0.00568720	0.00000000	0.00094787	0.01800948	0.00000000	0.02274882	0.00000000	0.00379147	0.02843602	0.00473934	0.00663507	0.00284360	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00189573	0.00000000	0.01137441	0.01800948	0.01042654	0.00189573	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00758294	0.01137441	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
OG0000487	1317	0.01518603	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01594533	0.01594533	0.01594533	0.01366743	0.01290812	0.01063022	0.01138952	0.00911162	0.01063022	0.01214882	0.01138952	0.01063022	0.01063022	0.01063022	0.01063022	0.01063022	0.01063022	0.01063022	0.01366743	0.00911162	0.01063022	0.01063022	0.01594533	0.01366743	0.01594533	0.01442673	0.01063022	0.00911162	0.01063022	0.01366743	0.01594533	0.01366743	0.01518603	0.01063022	0.00911162	0.00455581	0.00227790	0.00000000	0.00000000	0.00455581	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00911162
OG0016336	2175	0.03586207	0.02988506	0.03494253	0.02758621	0.03356322	0.02482759	0.02574713	0.02482759	0.00275862	0.01333333	0.03586207	0.00229885	0.00827586	0.01333333	0.00321839	0.02988506	0.03080460	0.00321839	0.00367816	0.00229885	0.00275862	0.00229885	0.00275862	0.00275862	0.00275862	0.00781609	0.00275862	0.00229885	0.00275862	0.00229885	0.00275862	0.00229885	0.00275862	0.00229885	0.00275862	0.00229885	0.00275862	0.00781609	0.00275862	0.00229885	0.00275862	0.00229885	0.00000000	0.00000000	0.00000000	0.00183908	0.00275862	0.00137931	0.00000000	0.00000000	0.00183908	0.00827586	0.02252874	0.03310345	0.02758621	0.03310345	0.02758621	0.03310345	0.02758621	0.02804598	0.00229885	0.00091954	0.00000000	0.00597701	0.00000000	0.00091954	0.00229885	0.00137931	0.00045977	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00597701	0.01425287	0.00919540	0.00965517	0.01103448	0.00643678	0.00597701	0.00919540	0.01379310	0.01057471	0.00873563	0.03218391	0.00735632	0.00551724	0.00965517	0.00689655	0.00643678	0.00551724	0.00965517	0.03586207	0.02988506	0.02988506
OG0002088	88	0.14772727	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04545455	0.05681818	0.05681818	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02272727	0.05681818	0.01136364	0.00000000	0.02272727	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.22727273	0.11363636	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01136364	0.05681818	0.04545455	0.00000000	0.01136364	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.11363636
OG0013933	1465	0.00136519	0.03617747	0.02184300	0.00000000	0.00000000	0.03822526	0.00546075	0.00477816	0.02866894	0.00614334	0.00682594	0.00000000	0.00204778	0.00477816	0.00477816	0.00136519	0.00000000	0.00000000	0.02730375	0.04778157	0.04778157	0.04778157	0.04778157	0.04778157	0.04778157	0.04778157	0.04505119	0.04709898	0.03412969	0.00000000	0.00477816	0.00068259	0.00000000	0.00136519	0.00068259	0.01365188	0.00955631	0.00682594	0.00000000	0.03412969	0.00000000	0.00068259	0.00477816	0.00273038	0.00000000	0.00341297	0.00477816	0.00273038	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00068259	0.00477816	0.00477816	0.00477816	0.00477816	0.00409556	0.00000000	0.00273038	0.00477816	0.00409556	0.00000000	0.00000000	0.00477816	0.00068259	0.00273038	0.00000000	0.00000000	0.00887372	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.00477816	0.01569966	0.01228669	0.02320819	0.03549488
OG0015218	2395	0.04968685	0.04885177	0.04676409	0.04342380	0.05344468	0.04676409	0.04008351	0.03006263	0.02881002	0.00000000	0.00000000	0.00125261	0.00041754	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041754	0.01336117	0.00000000	0.00000000	0.00041754	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00083507	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00083507	0.00000000	0.00000000	0.00083507	0.00041754	0.00125261	0.00167015	0.00167015	0.00167015	0.00083507	0.00000000	0.00000000	0.00000000	0.00000000	0.02672234	0.00000000	0.00041754	0.00000000	0.00000000	0.00000000	0.00041754	0.00000000	0.00000000	0.05344468	0.05344468	0.05344468	0.04008351	0.00000000	0.00041754	0.00000000	0.00000000	0.00000000	0.00208768	0.00167015	0.00125261	0.00167015	0.01461378	0.00208768	0.00208768	0.00334029	0.00375783	0.00208768	0.00000000	0.00167015	0.00167015	0.00334029	0.01628392	0.05344468	0.02713987	0.00375783	0.00835073	0.01837161	0.04425887	0.05177453	0.05344468	0.03966597
OG0011276	7005	0.01784440	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01798715	0.01598858	0.01498929	0.01784440	0.01570307	0.01812991	0.01513205	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01827266	0.01598858	0.01770164	0.01598858	0.01827266	0.01598858	0.01241970	0.00413990	0.01084939	0.00342612	0.00128480	0.00000000	0.00242684	0.00014276	0.00000000	0.00028551	0.00000000	0.00000000	0.00228408	0.00014276	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028551	0.00099929	0.00000000	0.00000000	0.00000000	0.00000000	0.00114204	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01370450	0.01598858	0.01827266	0.01598858	0.00713776	0.00042827	0.00656674	0.01584582	0.01827266	0.01598858	0.01598858
OG0000529	33	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.18181818	0.09090909	0.09090909	0.09090909	0.18181818	0.09090909	0.09090909	0.09090909	0.09090909	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
